	xmlid	date	title	author	roman
2516	5462071.xml	1789	Épitres à mon cordonnier, par M. Pierre-François Boulerot	Boulerot	other
2299	5614959.xml	1789	Notice historique sur M. le marquis de La Fayette, suivie de la lettre	A-UNKNOWN	other
3225	6532282.xml	1789	Résultat des opérations de la commission intermédiaire provinciale d'Alsace et de leur influence sur le montant des impositions de l'année 1789, pour servir de suite au Précis qu'elle a publié le quinze février dernier	A-UNKNOWN	other
6758	6265744.xml	1789	Essai préliminaire, ou Observations historiques, politiques, théoriques et critiques sur les monnoies, pour servir de supplément à la première partie du tome V de l'Encyclopédie méthodique... par M. Béyerlé,...	Beyerlé	other
6759	5586744.xml	1789	Collection générale des décrets rendus par l'Assemblée nationale — Partie 1	A-UNKNOWN	other
6685	6534864.xml	1789	Procès-verbal de l'assemblée générale des États de la principauté d'Orange, tenue le 16 février 1789	A-UNKNOWN	other
7825	6261841.xml	1789	Première série d'articles pour le plan de municipalité, arrêtés par l'assemblée générale des représentants de la commune, concernant le ressort et la division de Paris, par rapport à la municipalité	A-UNKNOWN	other
2513	6540436.xml	1789	Quelques idées de constitution applicables à la ville de Paris en juillet 1789, par M. l'abbé Sieyès	Sieyès	other
336	5785395.xml	1789	Extrait des registres de la corporation de Port-au-Prince	A-UNKNOWN	other
5955	6265654.xml	1789	Arrêté du comité général des Filles Saint-Thomas. (22 juillet.)	A-UNKNOWN	other
466	5624191.xml	1789	Lettre de M. Linguet au Comité patriotique de Bruxelles. - A S. M. l'Empereur et Roi. A Bruxelles, de la Bastille, le 2 novembre 1789	Linguet	other
4708	6438747.xml	1789	Mémoires historiques et authentiques sur la Bastille, dans une suite de près de trois cents emprisonnements, détaillés et constatés par des pièces, notes, lettres, rapports, procès-verbaux trouvés dans cette forteresse, et rangés par époques depuis 1475 jusqu'à nos jours, etc... — Tome 1	Carra	other
6617	6578103.xml	1789	Recueil chronologique de lois et actes de l'autorité publique — 2	A-UNKNOWN	other
3077	6505555.xml	1789	Règlement contenant l'établissement du comité national de la ville d'Alençon	A-UNKNOWN	other
8367	5822750.xml	1789	Mémoire pour les comédiens français, à Messieurs de la milice bourgeoise	A-UNKNOWN	other
4337	5462597.xml	1789	Cahier d'un seigneur de Normandie, ou projet de bien public à faire aux Etats-Généraux (1789)	A-UNKNOWN	other
7944	5612511.xml	1789	Droit public de la province de Bretagne, avec des observations relatives aux circonstances actuelles	Pellerin	other
212	6150950.xml	1789	Ode sur les États généraux, par M. Ginguené	Ginguené	other
5965	6576623.xml	1789	Recueil chronologique de lois et actes de l'autorité publique — 3	A-UNKNOWN	other
2301	5660497.xml	1789	Courtes réflexions sur l'état civil des comédiens, par M.-J. de Chénier	Chénier	other
3116	5624165.xml	1789	Le Comte de Lorges, prisonnier à la Bastille pendant 32 ans, enfermé en 1757, du temps de Damien, et mis en liberté le 14 juillet 1789. 2e éd.	A-UNKNOWN	other
4763	6248046.xml	1789	Arrêté du district des Blancs-Manteaux. Du 29 août 1789	A-UNKNOWN	other
4304	5727149.xml	1789	Chefs-d'oeuvre de Crébillon	Crébillon	other
6584	6293109.xml	1790	Décisions du comité de constitution. (23 juillet 1790.) Questions soumises par les commissaires de la municipalité, autorisés par le conseil de ville, à MM. les députés de l'Assemblée nationale, membres du comité de constitution, relativement à l'organisation des 48 sections de Paris	A-UNKNOWN	other
6960	6438989.xml	1790	Le Palais Royal — Partie 1	Rétif de La Bretonne	other
7043	6269346.xml	1790	Discours prononcé à la Société populaire de Villeneuve-la-Montagne	Blin	other
260	6378037.xml	1790	Recueil de discours à la jeunesse, dont le but est de former le citoyen par les principes de la morale et de la religion	Audrein	other
6673	6263544.xml	1790	Lettre du Club des Capucins aux représentans de la Commune, contre le district des Cordeliers	A-UNKNOWN	other
7045	5785346.xml	1790	Adresse de la Paroisse de la Croix-des-Bouquets à l'Assemblée Nationale. (9 septembre 1790.)	A-UNKNOWN	other
603	5724220.xml	1790	Faussetés de l'aristocratie d'Huningue présentées à l'Assemblée nationale pour perdre les patriotes et leur curé	Larue	other
6774	5628649.xml	1790	Réclamations du moderne Prométhée, à tous les districts. [Signé : Musquinet, ci-devant de La Pagne. 9 juillet 1790.]	Musquinet de La Pagne	other
2846	6378417.xml	1790	Antiquités nationales ou Recueil de monumens pour servir à l'histoire générale et particulière de l'empire françois, tels que tombeaux, inscriptions, statues... tirés des abbayes, monastères, châteaux et autres lieux devenus domaines nationaux — Tome 3	Millin	other
1911	6221746.xml	1790	Discours prononcé le 20 février 1790 par M. de Milly,... l'un des commissaires nommés par le district des Filles-Saint-Thomas pour l'examen de la question relative à la liberté et à l'abolition de la traite des nègres. [Extrait du registre des délibérations du district des Filles-Saint-Thomas ; signé : L. Lemit, Joigny.]	Lezin de Milly	other
6473	5787737.xml	1790	"Observations sur un écrit qui a pour titre : ""Vues sur le Jardin royal des plantes et le Cabinet d'histoire naturelle ; à Paris, chez Baudouin,... 1789"""	Sage	other
4162	6576541.xml	1790	Instructions de MM. les élus généraux des états de Bourgogne...	A-UNKNOWN	other
4493	6136444.xml	1790	Établissement d'un cabinet et bureau de plantes médicinales à Paris, par M. Janson,...	Janson	other
7028	6257701.xml	1790	Lettre de M. le président de l'assemblée des représentans de la Commune de Paris à M. le maire	A-UNKNOWN	other
2567	5725198.xml	1790	Le paresseux — Tome 2	Johnson	other
7208	5543858.xml	1790	Géographie des grecs analysée ; ou Les systèmes d'Ératosthènes, de Strabon et de Ptolémée comparés entre eux et avec nos connoissances modernes	Gossellin	other
2568	5786198.xml	1790	Lettre d'un citoyen de la partie du Sud à un citoyen de la partie de l'Ouest. (Signé : de R. [17 Juin 1790].)	A-UNKNOWN	other
654	5744760.xml	1790	Paris sauvé, ou La conspiration manquée	Gabiot	other
7015	5785695.xml	1790	Réponse de M. Duchilleau, ancien gouverneur général de Saint-Domingue, à l'article qui le concerne dans la prétendue justification de M. de La Luzerne, ministre de la Marine, aussi ancien gouverneur de Saint-Domingue, envoyée le 18 juin au comité des rapports de l'Assemblée nationale	Du Chilleau	other
2782	6105830.xml	1790	Histoire de la vie et de la mort de Bianca Capello, noble vénitienne et grande duchesse de Toscane — Tome 3	Meissner	roman
1	5519609.xml	1790	Quel Parti faut-il prendre ?	A-UNKNOWN	other
3998	5667302.xml	1790	Traité complet sur les abeilles, avec une méthode nouvelle de les gouverner telle qu'elle se pratique à Syra, île de l'Archipel — Tome 2	Rocca	other
6460	5623299.xml	1790	Mémoire (et second mémoire) justificatif pour M. Lieutard, officier municipal	A-UNKNOWN	other
2569	5785198.xml	1790	Lettre du roi à nos bons et amés sujets les colons des îles du vent	A-UNKNOWN	other
846	5470154.xml	1790	Mémoire pour la commune de Brive, et Observations sur celui publié pour MM. les députés de Tulle, signé : Melon de Pradon,... et de Saint-Priest,...	Lachèze-Murel	other
30	6309239.xml	1790	Adresse à l'assemblée nationale (12 janvier 1790), présentée par les représentants de la commune de Paris, relativement au voeu des districts concernant l'étendue du département dans lequel la capitale doit être placée	A-UNKNOWN	other
8492	6449855.xml	1790	Arrêtés des districts réunis du Val-de-Grâce et de Saint-Jacques du Haut-Pas, concernant la permanence des districts et la révocation de leurs députés au comité central, établi pour l'examen du plan de la municipalité. (11 mars 1790.)	A-UNKNOWN	other
262	6264037.xml	1790	La Journée des dupes	Bergasse	other
907	6517622.xml	1790	Le Siège du trésor royal par les pensionnaires, poëme enrichi de notes. [Par Labrot.]	Labrot	other
7039	5847798.xml	1790	Discours prononcé à la séance publique tenue par la Société royale d'agriculture, dans la grande salle de l'hôtel-de-ville, le 28 novembre 1788	Broussonet	other
7948	6234485.xml	1790	Municipalité de Paris. Arrêté du département des travaux publics, à l'occasion des ateliers de charité destinés pour les canaux de Dieppe et de Bourgogne. (13 février 1790.)	A-UNKNOWN	other
8968	5462749.xml	1790	(Recueil d'extraits des registres de la municipalité du Cap.)	A-UNKNOWN	other
4169	5787536.xml	1790	Question d'État	A-UNKNOWN	other
2566	6474198.xml	1790	Supplique du sieur Sébastien-Marc Corbel, marchand tanneur en la ville de Caen... A nos seigneurs de l'assemblée nationale de France	A-UNKNOWN	other
1802	5446178.xml	1790	La Carra-Manie	Père Duchêne	other
4008	5786278.xml	1790	Discours de M. le procureur général au conseil supérieur de Saint-Domingue, lors de l'envoi fait à la cour du décret de l'assemblée de la colonie	Ronseray	other
3941	5772745.xml	1790	"Examen du Rapport fait par M. Barnave, de l'Assemblée nationale, sur l'affaire de Saint-Domingue, rapport imprimé dans le ""Moniteur"", seul écrit où il ait paru. [par T. Millet]"	Millet	other
7203	6267858.xml	1790	Arrêtés de l'assemblée générale des représentants de la commune, du 9 (-11) avril 1790	A-UNKNOWN	other
663	6294053.xml	1790	Pièces intéressantes et peu connues, pour servir à l'histoire et à la littérature	La Place	other
1810	6540445.xml	1790	Idées sur la constitution politique la plus convenable à la ville de Paris formant seule un département	Dupont de Nemours	other
7160	5806572.xml	1790	Relation exacte des troubles de St Domingue et des attentats commis par les agents du pouvoir exécutif, dans la nuit du 29 au 30 juillet 1790	A-UNKNOWN	other
2792	6518847.xml	1790	Mémoire des électeurs du district de Brest sur la fixation définitive du chef-lieu du... Finistère	A-UNKNOWN	other
1989	5700850.xml	1790	Adresse de M. de Cambefort, colonel du régiment du Cap, à Messieurs les colons de Saint-Domingue	Cambefort	other
4029	5786446.xml	1790	Avis d'un bon patriote	Bon patriote	other
4193	6222607.xml	1790	Discours sur l'alliance de la France avec les Suisses et les Grisons	Peyssonnel	other
2514	5813436.xml	1790	Les dangers de l'opinion	Laya	other
745	5473519.xml	1790	Réponse des étudiants du collége de Navarre aux reproches que leur ont faits des étudiants de quelques autres colléges	A-UNKNOWN	other
6831	6256204.xml	1790	Contre le Châtelet	A-UNKNOWN	other
1976	6443827.xml	1790	Les Crimes des aristocrates ou réponse aux crimes de Paris...	A-UNKNOWN	other
2008	5449507.xml	1790	Couplets à M. Duv***	"Auteur du ""Tribut patriotique"""	other
7083	5842792.xml	1790	Réponse de M. Louis Monneron,... à l'adresse de quelques habitans des Isles de France et de Bourbon, à l'Assemblée nationale	Monneron	other
2007	6529493.xml	1790	Relation historique de l'assassinat commis en la personne du comte de Florida-Blanca,... le 18 Juin 1790, par Paul Pires	A-UNKNOWN	other
6843	6466860.xml	1790	Discours prononcés à la Commune de Paris et à M. le doyen du chapitre de Notre-Dame, par M. Barbey,...	Barbey	other
7190	6473505.xml	1790	De la souveraineté du peuple et de l'excellence d'un état libre — Tome 1	Needham	other
7081	6121606.xml	1790	Observations sur différentes maladies faites par M. Ricavy, docteur en médécine [sic], pour servir de suite à son Traité sur les eaux minérales de Digne	Ricavy	other
6742	6308374.xml	1790	Adresse de la Commune de Paris, dans ses soixante sections, à l'Assemblée nationale	A-UNKNOWN	other
4309	5662474.xml	1790	Traité complet sur les abeilles, avec une méthode nouvelle de les gouverner telle qu'elle se pratique à Syra, île de l'Archipel — Tome 1	Rocca	other
8067	6218352.xml	1790	Le mariage des prêtres, ou Récit de ce qui s'est passé à trois séances des assemblées générales du district de Saint-Étienne-du-Mont, où l'on a agité la question du mariage des prêtres	Cournand	other
7928	6258831.xml	1790	Discours prononcé au Club des Jacobins par un curé, électeur du district de Melun, le 14 novembre 1790	Pichonnier	other
8512	6123822.xml	1790	Poème séculaire, ou Chant pour la Fédération du 14 juillet, par M. de Fontanes	Fontanes	other
6544	6518963.xml	1790	Seconde adresse à l'Assemblée nationale pour la ville et port de Cette concernant le tribunal de commerce dans le district de Montpellier	Migniot	other
7170	5821928.xml	1790	Les miniatures, ou Recherches sur les trois grands spectacles...	Grimod de La Reynière	other
7092	5800671.xml	1790	Liste de tous les prêtres trouvés en flagrant délit chez les filles publiques de Paris sous l'ancien régime	A-UNKNOWN	other
4078	6479195.xml	1790	Enterrement du despotisme, ou Funérailles des aristocrates ; seconde fête nationale, dédié a nos patriotes bretons, et à tous les soldats-citoyens des troupes de ligne et gardes nationales du royaume, députés pour la Fédération	A-UNKNOWN	other
1967	6267137.xml	1790	Manifeste relatif à la Société des amis de la Constitution monarchique, envoyé à l'Assemblée nationale, à la municipalité, aux sections et même aux Jacobins, par un membre du directoire de ladite société [J. de Rossi]	Rossi	other
7979	5625156.xml	1790	Réclamation présentée à l'Assemblée nationale, par J.-H. Moreton, contre sa destitution arbitraire de la charge de colonel du régiment d'infanterie de la Fère	Moreton-Chabrillan	other
8519	5442925.xml	1790	Déclaration des droits de l'homme en vers françois avec le texte à côté, précédée d'une ode à l'Assemblée nationale, par M. Ch... P. E. D. Ph.	A-UNKNOWN	other
2524	5485192.xml	1790	Le factionnaire	Leroux	other
6766	6439744.xml	1790	Le Palais Royal — Partie 2	Rétif de La Bretonne	other
1961	5759140.xml	1790	Projet de constitution coloniale pour l'isle de Bourbon, par le colonel P. R. de Beurnonville,...	Beurnonville	other
7975	5725156.xml	1790	Le paresseux — Tome 1	Johnson	other
6856	6517983.xml	1790	Mémoire justificatif de la ville de Blaye, contre les allégations peu fidelles de celle de Bourg. [Signé : Siozard,... Aubert,... députés extraordinaires.]	Siozard	other
872	5783386.xml	1790	Première dénonciation solennelle d'un ministre faite à l'Assemblée nationale en la personne du Cte de La Luzerne,... par le Cte de Gouy,...	A-UNKNOWN	other
2526	5786192.xml	1790	L'Assemblée générale de la partie française de Saint-Domingue aux représentants de la nation. (9 octobre 1790.)	A-UNKNOWN	other
6533	5789914.xml	1790	Influence de la Révolution sur le théâtre français. Pétition à ce sujet adressée à la commune de Paris	A-UNKNOWN	other
2009	5772507.xml	1790	Avis d'un bon patriote	Bon patriote	other
618	6438327.xml	1790	Exposé des travaux de l'Assemblée générale des représentans de la Commune de Paris	A-UNKNOWN	other
6808	5772309.xml	1790	La double intrigue, ou L'aventure embarrassante	Dumaniant 	other
7116	5801142.xml	1790	Courte Réponse à gros mémoire (au sujet des troubles survenus dans la ville de Saint-Pierre, à la Martinique. Signé : Blanchetière-Bellevue.)	Blanchetière-Bellevue	other
4270	5740799.xml	1790	Cri de l'humanité et de la raison	Bexon	other
4276	5847799.xml	1790	Discours prononcé à la séance publique tenue par la Société royale d'agriculture, dans la grande salle de l'hôtel-de-ville, le 28 novembre 1788	Broussonet	other
7049	5504346.xml	1790	Histoire des princes du sang français et des reines de France	A-UNKNOWN	other
6552	6305539.xml	1790	Adresse de la commune de Paris, dans ses 60 sections, à l'assemblée nationale. (23 mars 1790.)	A-UNKNOWN	other
8526	6261508.xml	1790	Rapport des commissaires nommés par la commune partielle de Saint-Philippe-du-Roule, pour lui présenter le résultat des motions et débats qui ont eu lieu dans son assemblée générale du mardi 27 avril, relativement à l'instruction que le Châtelet a commencée contre les auteurs des excès commis dans la nuit du 5 au 6 octobre, et pour lui rendre compte des opinions que différents districts ont adoptées à cet égard, ainsi que pour lui proposer un projet d'arrêté sur ces motions, débats et arrêtés	A-UNKNOWN	other
7060	5623236.xml	1790	Lettres adressées par M. Leprince à l'assemblée générale du district de S. Victor. [Au sujet d'inculpations dirigées contre lui. 17 décembre 1789 et 24 janvier 1790.]	Leprince	other
7059	5790236.xml	1790	Seconde Adresse à l'Assemblée nationale par la Société des amis des noirs... (9 avril 1790.)	A-UNKNOWN	other
6570	6248443.xml	1790	Vérités historiques sur les événemens arrivés à Nismes le 13 de juin et les jours suivans	A-UNKNOWN	other
8633	6124771.xml	1790	Grande découverte d'un manuscrit aristocrate ayant pour titre : Petit recueil innocent	A-UNKNOWN	other
1830	5545432.xml	1790	Observations pour les comédiens français sur la pétition adressées par les auteurs dramatiques à l'Assemblée nationale	Fleury 	other
6511	6259293.xml	1790	Réglement du club patriotique des Amis de la Constitution établie à Avignon le 13 septembre 1790	A-UNKNOWN	other
8072	6523352.xml	1790	Recueil de pièces intéressantes pour dévoiler les manoeuvres de l'aristocratie lors de sa formation de la municipalité de ***	Moreau	other
890	6383758.xml	1790	Antiquités nationales ou Recueil de monumens pour servir à l'histoire générale et particulière de l'empire françois, tels que tombeaux, inscriptions, statues... tirés des abbayes, monastères, châteaux et autres lieux devenus domaines nationaux — Tome 4	Millin	other
6574	5473443.xml	1790	Règlemens de la Société de 1789 et liste de ses membres	A-UNKNOWN	other
2550	6547095.xml	1790	Suite de la Dénonciation à l'Assemblée nationale contre le sieur comte de Buffévent	Larue	other
6922	5849077.xml	1790	Mémoire présenté à l'Assemblée Nationale, par les habitans des Iles de France et de Bourbon, actuellement à Paris	A-UNKNOWN	other
8667	6518676.xml	1790	Mémoire relatif à la fixation du tribunal dans le district de Verneuil	Levacher-Dusouzel	other
4470	5403869.xml	1790	Ordonnance de police de la municipalité d'Orléans [défendant de mener paître les bêtes et de fabriquer des cordes dans la vignoble et les jardins des faubourgs d'orléans.]	A-UNKNOWN	other
6677	5445544.xml	1790	Correspondance politique pour servir de suite à l'ouvrage intitulé, les Prussiens dénoncés à l'Europe...	A-UNKNOWN	other
6676	6255544.xml	1790	Adresse de l'assemblée des représentants de la commune de Paris à l'assemblée nationale, sur l'admission des juifs à l'état civil ; suivie d'un arrêté des représentants de la commune sur le même objet, et de la réponse de M. le président de l'assemblée nationale à la députation de la commune. (24 février 1790.)	A-UNKNOWN	other
4033	5808446.xml	1790	Réponse à l'adresse aux honnêtes citoyens, par M. Carron,... [Signé : Puyforcat, (Choisy, 27 juin 1790).]	Puyforcat	other
6700	6527987.xml	1790	Événement du 13 novembre 1790	A-UNKNOWN	other
4424	6350573.xml	1790	Plan de liquidation	M. L......	other
1932	5785271.xml	1790	Adresse de l'assemblée provinciale de la partie du Nord de Saint-Domingue à l'Assemblée Nationale (13 juillet 1790)	A-UNKNOWN	other
1772	5803172.xml	1790	Observations sur la situation politique de Saint-Domingue, par M. de Pons,...	Pons	other
6523	6115370.xml	1790	Ferveur patriotique	V	other
1785	5653075.xml	1790	Description d'une machine pour diviser les instruments de mathématiques	Ramsden	other
2830	5788484.xml	1790	Précis de la vie du prélat d'Autun, digne ministre de la fédération	A-UNKNOWN	other
2648	6510275.xml	1790	Motifs d'opposition du sieur Terme, député d'Agen	Terme	other
4326	5660403.xml	1790	Faux Patriotisme de la chronique de Paris. (Signé : J. B. B. Z.)	A-UNKNOWN	other
6558	6257819.xml	1790	Adresse des représentants de la commune de Paris à l'assemblée nationale, sur la formation d'un établissement national en faveur des sourds et muets, présentée le jeudi 18 février 1790	A-UNKNOWN	other
4432	5445573.xml	1790	Correspondance politique pour servir de suite à l'ouvrage intitulé, les Prussiens dénoncés à l'Europe...	A-UNKNOWN	other
6719	6508449.xml	1790	Le Poëte patriote aux confédérés nationaux, ode par J.-G. Labene,...	Labene	other
7071	5786241.xml	1790	Lettre	A-UNKNOWN	other
8099	6260681.xml	1790	Opinion sur les assignats et proposition d'un autre mode de libération, prononcée à la société de Mil sept cent quatre-vingt-neuf, par un de ses membres	A-UNKNOWN	other
715	5786580.xml	1790	"L'Assemblée générale de la partie française de Saint-Domingue aux Français. (A bord du ""Léopard"", en rade de Brest, le 13 septembre 1790.)"	A-UNKNOWN	other
6561	6438819.xml	1790	Discours de M. le Maire au Roi, et réponse du Roi, le vendredi 5 février 1790	Bailly	other
1789	6375075.xml	1790	Antiquités nationales ou Recueil de monumens pour servir à l'histoire générale et particulière de l'empire françois, tels que tombeaux, inscriptions, statues... tirés des abbayes, monastères, châteaux et autres lieux devenus domaines nationaux — Tome 5	Millin	other
1835	5813912.xml	1790	La soirée orageuse	Radet	other
1770	6481172.xml	1790	Scènes champêtres du parc de Versailles	A-UNKNOWN	other
7967	5784121.xml	1790	Considérations sur les gouvernemens, et principalement sur celui qui convient à la colonie de Saint-Domingue, par M. de Saint-Chéron,...	Saint-Chéron	other
4498	6518964.xml	1790	Adresse à l'Assemblée nationale et réclamations du commerce et de la marine de Cette contre celle de Montpellier concernant l'établissement d'un tribunal de commerce dans le district de Montpellier	Migniot	other
7342	5785389.xml	1790	Nouvelles officielles extrêmement importantes, arrivées hier à Paris. (24 juillet-8 septembre 1790.)	A-UNKNOWN	other
6075	5761084.xml	1790	La guerre des districts, ou La fuite de Marat	A-UNKNOWN	other
5537	5626251.xml	1790	La folle gageure	Léger	other
3364	5785626.xml	1790	Pièces relatives aux motifs qui ont nécéssité la résolution prise par l'Assemblée générale de St. Domingue de venir en France mettre ses réclamations sous les yeux de l'Assemblée Nationale et du Roi contre les réactions exercées par le pouvoir exécutif envers cette isle. (12-16 septembre 1790.)	A-UNKNOWN	other
8160	5470529.xml	1790	Réponse de M. de Robespierre,... à une lettre de M. Lambert, contrôleur général des finances	Robespierre	other
438	6243096.xml	1790	Assemblée des représentants de la commune de Paris. Extrait du procès-verbal du jeudi 18 février 1790, de relevée	A-UNKNOWN	other
1646	5780684.xml	1790	Dernier cri d'un citoyen égorgé par le despotisme... [Signé : Poupart, ci-devant de Beaubourg.]	Poupart de Beaubourg	other
6017	5790994.xml	1790	Réfutation du projet des amis des noirs, sur la suppression de la traite des nègres et sur l'abolition de l'esclavage dans nos colonies, par M. de Saint-Cyran,...	Saint-Cyran	other
5015	6265678.xml	1790	District des Récollets. Rapport relatif au mode d'existence de l'Opéra... 30 avril 1790...	A-UNKNOWN	other
6010	6269800.xml	1790	Discours sur la vente des biens ecclésiastiques et sur la nécessité de l'attribuer, pour Paris, au seul bureau de ville, à l'exclusion des sections, etc., prononcé à l'assemblée générale des représentans de la Commune de Paris, le 14 juin 1790... par J.-P. Brissot de Warville	Brissot de Warville	other
3350	6265756.xml	1790	Discours prononcé par M. le Maire (Jean-Sylvain Bailly), à l'assemblée de MM. les représentans de la Commune, le... 1er février 1790, lors de l'ouverture des comptes de l'administration provisoire de la ville	Bailly	other
3115	6267165.xml	1790	Adresse de la Société des Amis de la Constitution de Paris aux sociétés qui lui sont affiliées	A-UNKNOWN	other
8899	5780304.xml	1790	Copie de la lettre écrite à M. le président de l'Assemblée nationale, par Madame de Persan, arrêtée dans la nuit du 8 septembre, par ordre du comité des recherches	Persan	other
5988	5787387.xml	1790	Éloge de Jean-Jacques Rousseau, qui a concouru pour le prix de l'Académie française	A-UNKNOWN	other
365	5684545.xml	1790	[Lettre au président de l'Assemblée nationale pour remercier cette Assemblée au nom de la colonie de l'Île-de-France, du décret rendu le 3 avril 1790 sur la liberté du commerce par mer	Charpentier de Cossigny	other
3122	6262062.xml	1790	Observations pour les créanciers bailleurs de fonds d'avance, des ci-devant fermiers généraux.	Vassy	other
3107	6381086.xml	1790	Moyens pour accourcir les opérations de la perspective	Lahure	other
2341	6108144.xml	1790	Entrevue de Messieurs le duc d'Orléans avec le Marquis de Lafayette	A-UNKNOWN	other
5576	5614782.xml	1790	Discours de M. de Latude sur le despotisme dévoilé, prononcé à la barre de l'Assemblée nationale par M. Thiery,...	Thiéry	other
2269	5844473.xml	1790	Manufactures, arts et métiers	Roland de La Platière	other
312	5444736.xml	1790	Aux bons citoyens travailleurs du Champ-de-Mars	Déduit 	other
4990	6518696.xml	1790	Observations sur la ville de Bourg, pour être chef-lieu de district	Bernard	other
3763	5785517.xml	1790	Adresse de l'assemblée coloniale de la Guadeloupe aux assemblées administratives de Saint-Domingue, envoyée aux députés de cette colonie à l'Assemblée nationale, pour appuyer et renforcer la dénonciation solennelle du comte de La Luzerne, faite par la députation de Sint-Domingue. Basse-Terre, Guadeloupe, 8 février 1790	A-UNKNOWN	other
2272	5780473.xml	1790	Appel à l'Assemblée nationale et aux nations attentives d'un décret surpris au pouvoir législatif, décret en opposition avec les premiers principes du crédit et de la foi publique, et en contradiction avec ses précédents décrets. [Signé : Poupart de Beaubourg.]	Poupart de Beaubourg	other
3331	6221366.xml	1790	Réponse du club des amis de la constitution de Nîmes aux faits allégués par MM. Duroure, Razoux, Ferrand de Missol, Pontier, Fornier, Grelleau, officiers municipaux de la ville de Nîmes, et Boyer, substitut du procureur de la commune, dans l'adresse qu'ils ont présentée à l'assemblée nationale	A-UNKNOWN	other
5601	5842682.xml	1790	"Point de la question sur les colonies, Assemblée nationnale [""sic""], par M. de Longchamp, colon de Leogane, isle Saint-Domingue"	Longchamp	other
7398	6248559.xml	1790	Adresse présentée à l'assemblée nationale par l'assemblée générale des représentants de la commune de Paris. (12 août 1790.)	A-UNKNOWN	other
5939	5785759.xml	1790	Nouvelles de Saint-Domingue, du 9 août 1790	A-UNKNOWN	other
3747	6274150.xml	1790	Municipalité de Paris. Convocation des quarante-huit sections pour l'élection du second substitut-adjoint du procureur de la commune. Extrait du registre des délibérations du conseil général de la commune de Paris. (16 novembre-6 décembre 1790.)	A-UNKNOWN	other
4802	5629595.xml	1790	Tableau des ministres, ou Mémoire et constitution sur le projet d'une république à Saint-Domingue	A-UNKNOWN	other
4803	5660595.xml	1790	Figaro aux Parisiens, amateurs du bon goût, des arts, des spectacles et de la liberté	A-UNKNOWN	other
5615	5786351.xml	1790	Décret de l'assemblée ci-devant séante à Saint-Marc, à l'occasion d'un voyage fait dans cette ville par MM. Desligneris et Brunet, officiers au régiment de Port-au-Prince [publiés et commentés par le Cte de Peinier]	Peinier	other
508	5698538.xml	1790	Discours de M. le Baron de Cambefort, colonel du régiment du Cap, prononcé en séance de l'assemblée provinciale de la partie du nord de Saint-Domingue, le 22 juillet 1790	Cambefort	other
5620	5459326.xml	1790	Requête au roi	A-UNKNOWN	other
1310	5813215.xml	1790	De J.-J. Rousseau, du parlement et de M. Necker	A-UNKNOWN	other
3365	5745626.xml	1790	Le menuisier de Bagdad	Guillemain	other
2147	6316339.xml	1790	Éloge du maréchal de Vauban	A-UNKNOWN	other
9003	6260274.xml	1790	Liste de la section des Tuileries. (18 octobre 1790.)	A-UNKNOWN	other
306	5785741.xml	1790	Rapport fait à l'assemblée coloniale de la Guadeloupe, le 10 novembre 1790, au nom de la députation envoyée à la Martinique pour y établir la paix	A-UNKNOWN	other
8601	5612042.xml	1790	La Chiche. Adresse présentée à l'Assemblée Nationale par M. La Chiche,...	La Chiche	other
5196	6248364.xml	1790	Opinion relative à l'opération des assignats, prononcée le 5 septembre 1790 dans la Société des amis de la Constitution de Paris	Coquéau	other
7563	6258990.xml	1790	Règlement de police intérieure du Conseil général de la Commune de Paris. Extrait du registre des délibérations du Conseil général	A-UNKNOWN	other
1339	6262625.xml	1790	Projet sur l'usage que l'on peut faire des livres nationaux, par M. Tuet,...	Tuet	other
6103	5821183.xml	1790	Le tribut du coeur, ou Les fêtes citoyennes	Brulot	other
1666	6377862.xml	1790	Antiquités nationales ou Recueil de monumens pour servir à l'histoire générale et particulière de l'empire françois, tels que tombeaux, inscriptions, statues... tirés des abbayes, monastères, châteaux et autres lieux devenus domaines nationaux — Tome 1	Millin	other
5066	6428083.xml	1790	Une année de la vie du chevalier de Faublas — Tome 2	Louvet de Couvray	roman
8956	5785644.xml	1790	Observations sur l'administration et le commerce des colonies françaises appliquées à celle de Saint-Domingue, avec quelques observations sur l'administration de cette colonie, liées à un commentaire sur le tarif destiné à la protection du commerce national, par le Cte de Custine,...	Custine	other
8148	6314973.xml	1790	Second Compte des recettes et dépenses rendu par le département de l'administration du domaine, du XXII janvier MDCCXC au XXX avril inclusivement	A-UNKNOWN	other
2231	5833953.xml	1790	Histoire de la vie et de la mort de Bianca Capello, noble vénitienne et grande duchesse de Toscane — Tome 2	Meissner	roman
2144	5780249.xml	1790	Encore du despotisme ! ou Adresse à l'Assemblée nationale en faveur du nommé Muscard, fourrier des grenadiers au régiment du Vivarais	Lacroix	other
7366	6356367.xml	1790	Théorie des dîmes	Hervé	other
3080	6262068.xml	1790	Discours prononcé dans l'église de St-Eustache, le mercredi 24 février 1790, à l'occasion du service que le district de la Jussienne a fait célébrer pour le repos de l'âme des citoyens morts en combattant pour la liberté	Le Clerc	other
1056	5859061.xml	1790	Chanson de la Fédération du 14 juillet 1790, dédiée aux patriotes par leur frère Benoît Duportail,...	Duportail	other
6079	5830084.xml	1790	Encyclopédie méthodique. Chirurgie — Tome 2	Petit-Radel	other
