filename	au-name	au-birth	au-death	title	au-gender	firsted-yr	printSource-yr	form	spelling	data-capture	token count	vols_count	size	bgrf	author_wikidata	title_wikidata	lang	publisher	distributor	distribution_date	copyright_status	digitalSource_Title	digitalSource_Ref	digitalSource_Publisher	digitalSource_Date	printSource_title	printSource_author	printSource_pubPlace	printSource_publisher	printSource_date	resp_datacapture	resp_encoding
Fievee_Dot	Joseph Fiévée	1767	1839	La Dot de Suzette	M	1797	1826	heterodiegetic	historical	semi-automatic transcription	33262	1	short	98.41	Q3184948	Q107275176	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LaDotDeSuzanneOuHistoireDeMmeDeSenneterre	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	La Dot de Suzette, ou Histoire de Mme de Senneterre racontée par                        elle-même	Joseph Fiévée	unknown	unknown	1826	unknown	Amelie Probst
Florian_Estelle	Jean-Pierre Claris de Florian	1755	1794	Estelle	M	1788	1838	heterodiegetic	historical	double keying	33715	1	short	88.53	Q551740	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Oeuvres de Florian. Estelle	https://gallica.bnf.fr/ark:/12148/bpt6k6477621h	Bibliothèque national de France	2013	Estelle	Jean-Pierre Claris de Florian	Paris	Ménard	1838	"double keying by ""Jiangsu"", China"	Julia Dudar
Florian_Galatee	Jean-Pierre Claris de Florian	1755	1794	Galatée	M	1783	1812	heterodiegetic	historical	double keying	21849	1	short	83.26	Q551740	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Galatée, pastorale imitée de Cervantès ; [suivie de] Estelle, pastorale                        / par Florian	https://gallica.bnf.fr/ark:/12148/bpt6k202835b	Bibliothèque national de France	2007	Galatée, pastorale imitée de Cervantès	Jean-Pierre Claris de Florian	Paris	Ant. Aug. Renouard	1812	"double keying by ""Jiangsu"", China"	Julia Dudar
Florian_Numa	Jean-Pierre Claris de Florian	1755	1794	Numa Pompilius	M	1786	1786	autodiegetic	modern	semi-automatic transcription	71430	1	medium	86.34	Q551740	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Numa Pompilius	https://www.frantext.fr/	Frantext	unknown	Numa Pompilius	Jean-Pierre Claris de Florian	Paris	Didot	1786	frantext	Johanna Konstanciak
Fourqueux_Zely	Marie-Louise Auget de Monthyon	1728	1798	Zély	F	1775	1775	heterodiegetic	historical	double keying	25494	1	short	75.28	Q33141030	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Zély, ou La difficulté d'être heureux , roman indien, suivi de Zima et                        des Amours de Victorine & de Philogène. Publiés par A.M. Dantu	https://gallica.bnf.fr/ark:/12148/bpt6k98038829	Bibliothèque national de France	2017	Zély, ou La difficulté d'être heureux, roman indien	Marie-Louise Auget de Monthyon, Madame de Fourqueux	Paris	A Amsterdam, et se trouve à Paris, chez la veuve Duchesne	1775	"double keying by ""Jiangsu"", China"	Julia Dudar
Fyot_Memoires	Jean-Philippe Fyot de la Marche	1723	1772	Mémoires de monsieur de Berval	M	1752	1752	autodiegetic	historical	semi-automatic transcription	25974	1	medium	52.23	Q3168802	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Mémoires De Monsieur De Berval	https://www.digitale-sammlungen.de/de/view/bsb10209108	Bayerische Staatsbibliothek	2009	Mémoires de monsieur de Berval	Jean P. Fyot de la Marche	Amsterdam	unknown	1752	Münchener DigitalisierungsZentrum	Johanna Konstanciak
Genlis_Adele	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Adèle et Théodore	F	1782	1782	epistolary	historical	semi-automatic transcription	262122	1	long	82.20	Q55037230	0	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	AdeleEtTheodoreOuLettresSurLEducation	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Adèle et Théodore	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	Paris	M. Lambert et F. j. Baudouin	1782	unknown	Amelie Probst
Genlis_Chevaliers	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Les Chevaliers du cygne	F	1795	1795	heterodiegetic	historical	semi-automatic transcription	193036	1	long	95.20	Q55037230	0	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LesChevaliersDuCygneOuLaCourDeCharlemagne	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Les Chevaliers du cygne Ou La Cour De Charlemagne	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	unknown	unknown	1795	unknown	Amelie Probst
Genlis_Emigres	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Les petits Emigrés	F	1798	1798	epistolary	modern	semi-automatic transcription	127940	2	long	98.44	Q55037230	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Petits Emigrés	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/793/	The Intertextual Hub	unknown	Les petits Emigrés	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	unknown	unknown	1798	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Genlis_Meres	Stéphanie-Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Les mères rivales ou la calomnie	F	1800	1819, 1819, 1819	epistolary	historical	semi-automatic transcription	224733	3	long	00.75	Q55037230	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les mères rivales, ou la calomnie.	https://www.digitale-sammlungen.de/de/view/bsb10091773, https://www.digitale-sammlungen.de/de/view/bsb10091774, https://www.digitale-sammlungen.de/de/view/bsb10091775	Bayerische Staatsbibliothek	2009, 2009, 2009	Les mères rivales ou la calomnie	Madame de Genlis	Paris	Maradan	1819, 1819, 1819	Münchener Digitalisierungszentrum	Johanna Konstanciak
Gerard_Comte	Philippe Louis Gérard	1737	1813	Le Comte de Valmont	M	1774	1775	epistolary	historical	semi-automatic transcription	180258	1	long	74.15	Q60151324	0	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LeComteDeValmont	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Le Comte de Valmont ou les égarements de la raison, lettres recueillies                        et publiées	Philippe Louis Gérard	unknown	unknown	1775	unknown	Amelie Probst
Gilbert_Familles	Nicolas Joseph Laurent Gilbert	1750	1780	Les Familles de Darius et d'Hidarne	M	1770	1770	epistolary	historical	semi-automatic transcription	56923	2	medium	70.46	Q1393327	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Familles de Darius et d'Hidarne, ou Statira et Amestris	http://gallica.bnf.fr/ark:/12148/bpt6k6536981n, http://gallica.bnf.fr/ark:/12148/bpt6k65369822	Bibliothèque nationale de France	2013, 2013	Les Familles de Darius et d'Hidarne, ou Statira et Amestris	Nicolas Joseph Laurent Gilbert	La Haye, Paris	De Hansy le Jeune	1770	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Gimat_Voyage	Jean-Baptiste Jacques Gimat de Bonneval	1711	1783	Le voyage de Mantes	M	1753	1753	autodiegetic	historical	semi-automatic transcription	27279	1	medium	53.17	Q28579440	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Voyage de Mantes, ou Les Vacances de 17... (par Gimat de Bonneval)	https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001100685200	Bibliothèque numérique de Lyon	unknown	Le voyage de Mantes	Jean-Baptiste Gimat de Bonneval	Amsterdam	unknown	1753	Numelyo - Bibliothèque numérique de Lyon	Johanna Konstanciak
Gorjy_Voyage	Jean-Claude Gorgy	1753	1795	Nouveau voyage sentimental	M	1791	1791	autodiegetic	historical	double keying	19016	1	short	84.27	Q15407023	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Oeuvres de M. Gorjy ; 1-2. Nouveau voyage sentimental.	https://gallica.bnf.fr/ark:/12148/bpt6k63791460	Bibliothèque national de France	2012	Nouveau voyage sentimental	Jean-Claude Gorjy	Paris	Guillot	1791	"double keying by ""Jiangsu"", China"	Julia Dudar
Grandin_Paulin	Grandville	1772	1836	Paulin ou les avantures du comte de Walter	M	1792	1792	heterodiegetic	historical	semi-automatic transcription	39682	2	short	92.17	Q3115303	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Paulin, ou Les aventures du comte de Walter	https://gallica.bnf.fr/ark:/12148/bpt6k739327	Bibliothèque national de France	2007	Paulin ou les avantures du comte de Walter	Charles-François Grandin	Paris	Desenne, L'Esclapart	1792	gallica	Johanna Konstanciak
Jacquin_Parisiennes	Armand Pierre Jacquin	1721	1780	Lettres parisiennes sur le désir d'être heureux	M	1758	1758	epistolary	historical	double keying	61483	2	medium	58.13	Q60842185	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Lettres parisiennes sur le désir d'être heureux.	https://gallica.bnf.fr/ark:/12148/bpt6k5619096d, https://gallica.bnf.fr/ark:/12148/bpt6k5619495c	Bibliothèque national de France	2009, 2009	Lettres parisiennes sur le désir d'être heureux	Armand-Pierre Jacquin	Paris, Genève	Duchesne	1758	"double keying by ""Jiangsu"", China"	Julia Dudar
Laclos_Liaisons	Pierre Choderlos de Laclos	1741	1803	Les Liaisons dangereuses	M	1782	1869	epistolary	modern	semi-automatic transcription	147847	1	long	82.17	Q212476	Q862050	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Liaisons dangereuses	https://fr.wikisource.org/wiki/Les_Liaisons_dangereuses	Wikisource	2022	Les Liaisons dangereuses	Pierre Choderlos de Laclos	Bruxelles	J Rozez	1869	Wikisource contributors	Pia Geißel
Lagrave_Sophie	Comtesse de Lagrave	1770	1820	Sophie de Beauregard, ou Le véritable amour	F	1798	1798	epistolary	historical	double keying	57937	2	medium	99104	Q106648935	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Sophie de Beauregard, ou Le véritable amour. par L. C. L. G.	https://gallica.bnf.fr/ark:/12148/bpt6k65506085, https://gallica.bnf.fr/ark:/12148/bpt6k6550609k	Bibliothèque national de France	2013, 2013	Sophie de Beauregard, ou Le véritable amour	Comtesse de Lagrave	Paris	Le Prieur	1798	"double keying by ""Jiangsu"", China"	Julia Dudar
Lagrave_Zabeth	Comtesse de Lagrave	1770	1820	Zabeth, ou la Victime de l'ambition	F	1798	1798	heterodiegetic	historical	double keying	73670	2	medium	99105	Q106648935	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Zabeth, ou la Victime de l'ambition.	https://gallica.bnf.fr/ark:/12148/bpt6k9626032n, https://gallica.bnf.fr/ark:/12148/bpt6k96260317	Bibliothèque national de France	2015, 2015	Zabeth, ou la Victime de l'ambition	Comtesse de Lagrave	Paris	Le Prieur	1798	"double keying by ""Jiangsu"", China"	Julia Dudar
Laveaux_Eusebe	Jean-Charles Laveaux	1749	1827	Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous vivons	M	1785	1785	heterodiegetic	historical	OCR	29867	1	short	85.33	Q649330	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous                        vivons	http://gallica.bnf.fr/ark:/12148/bpt6k5795145n	Bibliothèque national de France	2013	Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous vivons	Jean-Charles Laveaux	Amsterdam	Amsterdam les héritiers de MM. Rey	1785	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak, Christof Schöch
Leonard_Clementine	Nicolas-Germain Léonard	1744	1793	La Nouvelle Clémentine	M	1774	1774	epistolary	modern	semi-automatic transcription	13554	1	short	74.20	Q970715	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	La Nouvelle Clémentine, ou Lettres de Henriette du Berville	https://www.frantext.fr/	Frantext	unknown	La Nouvelle Clémentine, ou Lettres de Henriette du Berville	Nicolas-Germain Léonard	La Haye, Paris	Monory	1774	frantext	Johanna Konstanciak
Leonard_Lettres	Nicolas-Germain Léonard	1744	1793	Lettres de deux amants habitants de Lyon	M	1783	1783	epistolary	historical	double keying	66100	2	medium	83.31	Q970715	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Lettres de deux amans habitans de Lyon, publiées par M. Léonard	https://gallica.bnf.fr/ark:/12148/bpt6k5787114f, https://gallica.bnf.fr/ark:/12148/bpt6k5720179z	Bibliothèque national de France	2010, 2010	Lettres de deux amants habitants de Lyon	Nicolas-Germain Léonard	Londres	Desenne	1783	"double keying by ""Jiangsu"", China"	Julia Dudar
Lesuire_Aventurier	Robert-Martin Lesuire	1737	1815	L'Aventurier François	M	1782	1785, 1785, 1786, 1786	autodiegetic	historical	double keying	217961	4	long	82.27	Q3434367	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Seconde suite de l'Aventurier franc̜ois, contenant les mémoires de                        Cataudin.	https://gallica.bnf.fr/ark:/12148/bpt6k1018409, https://archive.org/details/laventurierfran00unkngoog, https://gallica.bnf.fr/ark:/12148/bpt6k101841p, https://gallica.bnf.fr/ark:/12148/bpt6k1018422	Bibliothèque national de France, Internet Archive	2007, 2009, 2007, 2007	L'Aventurier François ou Mémoires de Grégoire Merveil	Robert-Martin Lesuire	Londres, Paris	A Londres. Et se trouve à Paris, chez l'auteur. Et chez Quillau l'aîné, la veuve Duchesne. Belin [et 2 autres].	1785, 1785, 1786, 1786	"double keying by ""Jiangsu"", China"	Julia Dudar
Lesuire_Crime	Robert-Martin Lesuire	1737	1815	Le crime	M	1789	1789	epistolary	historical	double keying	180540	4	long	89.81	Q3434367	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le crime, ou Lettres originales, contenant les aventures de César de                        Perlencour.	https://gallica.bnf.fr/ark:/12148/bpt6k5474967d, https://gallica.bnf.fr/ark:/12148/bpt6k5471755k, https://gallica.bnf.fr/ark:/12148/bpt6k54717137, https://gallica.bnf.fr/ark:/12148/bpt6k54715035	Bibliothèque national de France	2009, 2008, 2008, 2008	Le crime, ou Lettres originales, contenant les aventures de César de                        Perlencour	Robert-Martin Lesuire	Bruxelles, Paris	Dujardin	1789	"double keying by ""Jiangsu"", China"	Julia Dudar
Linguet_Voyage	Simon-Nicolas Henri Linguet	1736	1794	Voyage au labirinthe du jardin du roi	M	1755	1755	mixed	historical	semi-automatic transcription	2492	1	short	55.27	Q1505526	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Voyage au labirinthe du jardin du roi	https://gallica.bnf.fr/ark:/12148/bpt6k1416833d	Bibliothèque national de France	2019	Voyage au labirinthe du jardin du roi	Simon-Nicolas-Henri Linguet	La Haye	Les Libraires Associés	1755	gallica	Johanna Konstanciak
Loaisel_Ainsi	Joseph-Marie Loaisel de Tréogate	1752	1812	Ainsi finissent les grandes passions	M	1788	1788	epistolary	modern	semi-automatic transcription	69753	2	medium	87.54bis	Q56062794	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Ainsi finissent les grandes passions, ou les Dernières amours du                        chevalier de ***	https://www.frantext.fr/	Frantext	unknown	Ainsi finissent les grandes passions, ou les Dernières amours du                        chevalier de ***	Joseph Marie Loaisel de Tréogate	Paris	Poinçot	1788	frantext	Johanna Konstanciak
Loaisel_Comtesse	Joseph-Marie Loaisel de Tréogate	1752	1812	La Comtesse d'Alibre	M	1779	1779	heterodiegetic	historical	double keying	31565	1	short	79.22	Q56062794	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	La Comtesse d'Alibre, ou Le cri du sentiment , anecdote françoise, par                        M. Loaisel de Tréogate	https://gallica.bnf.fr/ark:/12148/bpt6k9740937r	Bibliothèque national de France	2016	La Comtesse d'Alibre	Joseph Marie Loaisel de Tréogate	La Haye	Belin	1779	"double keying by ""Jiangsu"", China"	Julia Dudar
Loaisel_Dolbreuse	Joseph-Marie Loaisel de Tréogate	1752	1812	Dolbreuse ou l'Homme du siècle ramené à la vérité par le sentiment et la raison	M	1783	1783	autodiegetic	modern	semi-automatic transcription	65768	2	medium	83.33	Q56062794	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Dolbreuse ou l'Homme du siècle ramené à la vérité par le sentiment de la                        raison	https://www.frantext.fr/	Frantext	unknown	Dolbreuse ou l'Homme du siècle ramené à la vérité par le sentiment et la                        raison	Joseph de Loaisel de Tréogate	Amsterdam, Paris	Bélin	1783	frantext	Johanna Konstanciak
Louvet_Annee	Jean-Baptiste Louvet de Couvrai	1760	1797	Une année dans la vie du chevalier de Faublas	M	1787	1960	autodiegetic	historical	semi-automatic transcription	119518	5	long	87.56	Q1362457	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Romanciers du 18e siècle, t. 2., Une année dans la vie du chevalier de                        Faublas	https://www.frantext.fr/	Frantext	unknown	Une année dans la vie du chevalier de Faublas	Jean-Baptiste Louvet de Couvray	Paris	unknown	1960	frantext	Johanna Konstanciak
Louvet_Fin	Jean-Baptiste Louvet de Couvrai	1760	1797	La Fin des amours de Faublas	M	1790	1884	autodiegetic	historical	semi-automatic transcription	72785	1	medium	90.47	Q1362457	Q91971388	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les amours du chevalier de Faublas	https://www.gutenberg.org/files/62120/62120-h/62120-h.htm	Projekt Gutenberg	2020	La Fin des amours de Faublas	Jean-Baptiste Louvet de Couvrai	Paris	unknown	1884	gutenberg contributors	Amelie Probst
Luchet_Vicomte	Jean-Pierre-Louis de Luchet	1740	1792	Le Vicomte de Barjac	M	1784	1784	heterodiegetic	modern	semi-automatic transcription	34149	1	short	84.39	Q1242530	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Vicomte de Barjac ou Mémoires pour servir à l’histoire de ce siècle	https://fr.wikisource.org/wiki/Le_Vicomte_de_Barjac	Wikisource	2021	Le Vicomte de Barjac ou Mémoires pour servir à l'histoire de ce siècle	Jean-Pierre-Louis de Luchet	Dublin	Imprimerie de Wilson	1784	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Maistre_Voyage	Xavier de Maistre	1763	1852	Voyage autour de ma chambre	M	1794	1839	autodiegetic	modern	semi-automatic transcription	19704	1	short	94.8	Q2737006	Q10392559	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Voyage autour de ma chambre	http://abu.cnam.fr/cgi-bin/go?chambre2	ABU: la Bibliothèque Universelle	2002	Voyage autour de ma chambre	Xavier de Maistre	unknown	unknown	1839	ABU: Julien Mannoni	Pia Geißel
Malarme_Rose	Charlotte de Bournon	1753	1842	Anna Rose-Tree	F	1783	1785	epistolary	historical	semi-automatic transcription	84738	1	medium	83.35	Q2961027	Q75936689	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Anna Rose-Tree, histoire angloise	https://fr.wikisource.org/wiki/Anna_Rose-Tree	Wikisource	2018	Anna Rose-Tree	Charlotte de Bournon	Bruxelles, Paris	Veuve Duchesne	1785	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Marchadier_Isle	Abbé Marchadier	unknown	unknown	L'isle de France ou la nouvelle colonie de Vénus	M	1752	1753	heterodiegetic	historical	semi-automatic transcription	14702	1	short	52.32	0	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L'Isle de France, ou la Nouvelle colonie de Vénus, précédée d'une épître                        à M*** servant de préface	https://gallica.bnf.fr/ark:/12148/bpt6k1510733f	Bibliothèque national de France	2016	L'isle de France ou la nouvelle colonie de Vénus	Abbé Marchadier	Amsterdam	Arkstée & Merkus	1753	BnF	Johanna Konstanciak
Marchand_Avis	Jean-Henri Marchand	unknown	1785	Les avis d'un père à son fils	M	1751	1751	autodiegetic	historical	semi-automatic transcription	19081	1	short	51.37	Q95343645	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Avis D'Un Père À Son Fils	https://www.digitale-sammlungen.de/de/view/bsb10094142	Bayerische Staatsbibliothek	2009	Les avis d'un père à son fils	Jean-Henri Marchand	Amsterdam	unknown	1751	Münchener DigitalisierungsZentrum	Johanna Konstanciak
Marmontel_Belisaire	Jean-François Marmontel	1723	1799	Bélisaire	M	1767	1767	heterodiegetic	modern	semi-automatic transcription	44240	1	short	67.39	Q379923	Q5005038	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Bélisaire	https://www.frantext.fr/	Frantext	unknown	Bélisaire	Jean-François Marmontel	Paris	Merlin	1767	frantext	Amelie Probst
Marmontel_Contes	Jean-François Marmontel	1723	1799	Contes moraux	M	1761	1829	heterodiegetic	modern	semi-automatic transcription	130234	3	long	61.12	Q379923	Q107289374	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Contes moraux	https://www.frantext.fr/	Frantext	unknown	Contes moraux	Jean-François Marmontel	unknown	unknown	1829	frantext	Johanna Konstanciak
Marmontel_Dejeunes	Jean-François Marmontel	1723	1799	Les Déjeunés du village	M	1791	1791	heterodiegetic	historical	semi-automatic transcription	15408	1	short	91.35	Q379923	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	"Les Déjeunés du village, ou les Aventures de l'innocence, par M.                        Marmontel, pour faire suite à ""La Veillée"" du même auteur"	http://gallica.bnf.fr/ark:/12148/bpt6k5842704q	Bibliothèque national de France	2010	"Les Déjeunés du village, ou les Aventures de l'innocence, par M.                        Marmontel, pour faire suite à ""La Veillée"" du même auteur"	Jean-François Marmontel	Liège	J. A. Latour	1791	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Marmontel_Incas	Jean-François Marmontel	1723	1799	Les Incas ou la destruction de l'empire du Pérou	M	1777	1777	heterodiegetic	modern	semi-automatic transcription	109922	2	long	77.50	Q379923	Q106889862	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Incas ou la Destruction de l'Empire du Pérou	https://www.frantext.fr/	Frantext	unknown	Les Incas ou la destruction de l'empire du Pérou	Jean-François Marmontel	unknown	unknown	1777	frantext	Johanna Konstanciak
Maubert_Paisan	Jean Henri Maubert de Gouvest	1721	1767	L'illustre païsan ou mémoires et avantures de Daniel Moginié	M	1754	1761	autodiegetic	historical	semi-automatic transcription	55774	1	medium	54.28	Q1684896	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	"L'illustre paisan, ou Mémoires et avantures de Daniel Moginié ,... où se                        trouvent plusieurs particularités anecdotes des dernières révolutions de la                        Perse et de l'Indostan, et du règne de Thamas-kouli-kan, écrit [""sic""]... à                        son frère François,... et publiés par M. Maubert"	https://gallica.bnf.fr/ark:/12148/bpt6k5737285g	Bibliothèque national de France	2009	L'illustre païsan ou mémoires et avantures de Daniel Moginié, natif du                        village de Chezales au canton de Berne, bailliage de Moudon, mort à Agra le                        22 de mai 1748, âgé de 39 ans; Om-rah de la I re classe. Commandant de la                        seconde garde mogole, grand portier du palais de l'empereur, et Gouverneur                        de Paln-geâb, où se trouvent plusieurs particularités, anecdotes des                        dernières révolutions de la Perse et de I'Indostan et du règne de                        Thamas-Kouli-Kan, écrit ct adressé par lui même à son frère François, son                        légataire.	Jean-Henri Maubert de Gouvest	Lausanne	aux dépens de la Compagnie	1761	gallica	Johanna Konstanciak
Merard_Bergeries	Anne-Jeanne-Félicité Mérard de Saint-Just	1765	1830	Bergeries et opuscules de Mlle d'Ormoy l'aînée	F	1784	1784	dialogue novel	historical	double keying	19894	1	short	84.43	Q42529211	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Bergeries et opuscules de Mlle d'Ormoy l'aînée	https://gallica.bnf.fr/ark:/12148/bpt6k6496123v	Bibliothèque national de France	2013	Bergeries et opuscules de Mlle d'Ormoy l'aînée	Anne-Jeanne-Félicité Mérard de Saint-Just	Arcadie, Paris	Lamy	1784	"double keying by ""Jiangsu"", China"	Julia Dudar
Mercier_An	Louis-Sébastien Mercier	1740	1814	L'An deux mille quatre cent quarante	M	1771	1774	autodiegetic	modern	semi-automatic transcription	68158	1	medium	71.36	Q709670	Q82530	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L’An deux mille quatre cent quarante rêve s’il en fut jamais	https://fr.wikisource.org/wiki/L%E2%80%99An_deux_mille_quatre_cent_quarante	Wikisource	2014	L'An deux mille quatre cent quarante, rêve s'il en fut jamais	Louis-Sébastien Mercier	Londres	unknown	1774	Wikisource contributors	Pia Geißel
Mercier_Jezennemours	Louis-Sébastien Mercier	1740	1814	Jezennemours	M	1776	1776	mixed	historical	semi-automatic transcription	78874	2	medium	76.36	Q709670	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Jezennemours : roman dramatique	https://www.frantext.fr/	Frantext	unknown	Jezennemours : roman dramatique	Louis-Sébastien Mercier	unknown	unknown	1776	frantext	Johanna Konstanciak
