,Text in Sade_Justine,Text in B,Location in Sade_Justine,Location in B
Sade_Infortunes_68,"nt les hommes à leur exemple, QUELLE DIFFÉRENCE Y A-T-IL MAINTENANT ENTRE ELLES ET MOI ? EST-CE DONC LA PEINE DE NAÎTRE POUR UN SORT AUSSI PITOYABLE ?... ET MES LARMES COULÈRENT AVEC ABONDANCE EN FAISANT CES TRISTES RÉFLEXIONS ; JE LES FINISSAIS À PEINE, LORSQUE J'ENTENDIS DU BRUIT AUTOUR DE moi ; peu à peu, je distingue","uyant les hommes comme elles, QUELLE DIFFÉRENCE Y A-T-IL MAINTENANT ENTRE ELLES ET MOI ? EST-CE DONC LA PEINE DE NAÎTRE POUR UN SORT AUSSI PITOYABLE ET MES LARMES COULÈRENT AVEC ABONDANCE EN FORMANT CES TRISTES RÉFLEXIONS. JE LES FINISSAIS À PEINE, LORSQUE J'ENTENDIS DU BRUIT AUTOUR DE moi ; un instant je crus que ","(107860, 108122)","(54310, 54566)"
Sade_Infortunes_69,"laisirs qui me sont si doux. 
ILS S'APPROCHENT, ILS SE PLACENT TELLEMENT EN FACE DE MOI, QU'AUCUN DE LEURS PROPOS, AUCUN DE LEURS MOUVEMENTS NE PEUT M'ÉCHAPPER, ET JE VOIS... JUSTE CIEL, MADAME, DIT THÉRÈSE, EN S'INTERROMPANT, EST-IL POSSIBLE QUE LE SORT NE M'AIT JAMAIS PLACÉE QUE DANS DES SITUATIONS SI CRITIQUES, QU'IL DEVIENNE AUSSI DIFFICILE À LA vertu d'en entendre les récit","sirs qui me sont si chers... 
ILS S'APPROCHENT, ILS SE PLACENT TELLEMENT EN FACE DE MOI QU'AUCUN DE LEURS PROPOS... AUCUN DE LEURS MOUVEMENTS NE PEUT M'ÉCHAPPER, ET JE VOIS... 
JUSTE CIEL, MADAME, DIT SOPHIE EN S'INTERROMPANT, EST-IL POSSIBLE QUE LE SORT NE M'AIT JAMAIS PLACÉE QUE DANS DES SITUATIONS SI CRITIQUES QU'IL DEVIENNE AUSSI DIFFICILE À LA pudeur de les entendre que de","(108391, 108712)","(54875, 55195)"
Sade_Infortunes_70,"urs de cette scène indécente, RASSASIÉS SANS DOUTE, SE LEVÈRENT POUR REGAGNER LE CHEMIN QUI DEVAIT LES CONDUIRE CHEZ EUX, LORSQUE LE MAÎTRE S'APPROCHE DU BUISSON QUI me recèle ; mon bonnet me tra","s acteurs qui la composaient, RASSASIÉS SANS DOUTE, SE LEVÈRENT POUR REGAGNER LE CHEMIN QUI DEVAIT LES CONDUIRE CHEZ EUX, LORSQUE LE MAÎTRE S'APPROCHA DU BUISSON QUI me recelait pour y satisfaire","(111345, 111480)","(56104, 56239)"
Sade_Infortunes_71,"t tombant à leurs pieds : --Ô MESSIEURS M'ÉCRIAI-JE, EN ÉTENDANT LES BRAS VERS EUX, DAIGNEZ AVOIR PITIÉ D'UNE MALHEUREUSE DONT LE SORT EST PLUS À PLAINDRE QUE VOUS NE PENSEZ ; IL EST BIEN PEU DE REVERS QUI PUISSENT ÉGALER LES MIENS ; QUE LA SITUATION OÙ VOUS M'AVEZ TROUVÉE NE VOUS FASSE NAÎTRE AUCUN SOUPÇON SUR MOI ; ELLE EST la suite de ma misère, bien p"," tombant à leurs pieds : --Oh MESSIEURS, M'ÉCRIAI-JE EN ÉTENDANT LES BRAS VERS EUX, DAIGNEZ AVOIR PITIÉ D'UNE MALHEUREUSE DONT LE SORT EST PLUS À PLAINDRE QUE VOUS NE PENSEZ ; IL EST BIEN PEU DE REVERS QUI PUISSENT ÉGALER LES MIENS ; QUE LA SITUATION OÙ VOUS M'AVEZ TROUVÉE NE VOUS FASSE NAÎTRE AUCUN SOUPÇON SUR MOI, ELLE EST l'ouvrage de ma misère bien p","(111819, 112116)","(56647, 56943)"
Sade_Infortunes_72," voir le libertinage éteindre LA PITIÉ DANS L'HOMME ; SON EFFET ORDINAIRE EST D'ENDURCIR : SOIT QUE LA PLUS GRANDE PARTIE DE SES ÉCARTS NÉCESSITE l'apathie de l'âme, soit que ", des sens éteindre absolument LA PITIÉ DANS L'HOMME ; SON EFFET ORDINAIRE EST D'ENDURCIR ; SOIT QUE LA PLUS GRANDE PARTIE DE SES ÉCARTS NÉCESSITE une sorte d'apathie dans l'âm,"(112611, 112726)","(57450, 57565)"
Sade_Infortunes_73,"et m'ordonnant de m'habiller, SOYEZ DISCRÈTE ET SUIVEZ-NOUS : SI VOUS VOUS ATTACHEZ À MOI, VOUS N'AUREZ PAS LIEU DE VOUS EN REPENTIR. Il faut une seconde femme à ","nt mes liens, rhabillez-vous, SOYEZ DISCRÈTE ET SUIVEZ-NOUS ; SI VOUS VOUS ATTACHEZ À MOI, VOUS N'AUREZ PAS LIEU DE VOUS EN REPENTIR, mon enfant, il faut une seco","(115792, 115894)","(60703, 60805)"
Sade_Infortunes_74,"une seconde femme à ma tante, JE VAIS VOUS PRÉSENTER À ELLE, SUR LA FOI DE VOS RÉCITS ; JE VAIS LUI RÉPONDRE DE VOTRE CONDUITE ; MAIS SI VOUS ABUSEZ DE MES BONTÉS, si vous trahissiez ma confia","e femme de chambre à ma mère, JE VAIS VOUS PRÉSENTER À ELLE... SUR LA FOI DE VOS RÉCITS JE VAIS LUI RÉPONDRE DE VOTRE CONDUITE, MAIS SI VOUS ABUSEZ DE MES BONTÉS, ou que vous trahissiez ma co","(115934, 116066)","(60867, 60998)"
Sade_Infortunes_75,"vous que ce funeste endroit n'EST QU'À UNE LIEUE DU CHÂTEAU OÙ JE VOUS CONDUIS, ET QU'À LA PLUS LÉGÈRE FAUTE, VOUS Y SEREZ AUSSITÔT ramenée. 
A l'instant j'oubli","unèbre, souvenez-vous qu'il n'EST QU'À UNE LIEUE DU CHÂTEAU OÙ JE VOUS CONDUIS ET QU'À LA PLUS LÉGÈRE FAUTE VOUS Y SEREZ À L'INSTANT ramenée... 
Déjà rhabillée, à","(116309, 116410)","(61122, 61224)"
Sade_Infortunes_76,"ns de l'oncle du jeune comte, QUI L'AVAIT ÉPOUSÉE SANS AUTRE FORTUNE QUE LE BEAU NOM QU'IL LUI DONNAIT. TOUS LES BIENS QUE POUVAIT ESPÉRER M. de Bressac dépendaient de ","me de fort grande maison mais QUI L'AVAIT ÉPOUSÉE SANS AUTRE FORTUNE QUE LE BEAU NOM QU'IL LUI DONNAIT, TOUS LES BIENS QUE POUVAIT ESPÉRER le jeune marquis de Bressac d","(117575, 117683)","(62484, 62592)"
Sade_Infortunes_77,"ntègre qu'il y ait au monde ; IL NE S'AGIT QUE DE LUI PROUVER VOTRE INNOCENCE POUR ANÉANTIR TOUT CE QUI A ÉTÉ FAIT CONTRE VOUS. Mais réfléchissez bien, Thér",tègre qu'il y ait en France ; IL NE S'AGIT QUE DE LUI PROUVER VOTRE INNOCENCE POUR ANÉANTIR TOUT CE QUI A ÉTÉ FAIT CONTRE VOUS et pour que vous puissiez rep,"(119281, 119377)","(64171, 64267)"
Sade_Infortunes_78,"mposé, et toutes les idées du MALHEUR S'ÉVANOUIRENT ENFIN DE MON ESPRIT, POUR N'ÊTRE PLUS REMPLACÉES QUE PAR L'ESPOIR DES PLUS DOUCES CONSOLATIONS QU'IL PÛT M'ÊTRE PERMIS D'ATTENDRE ; MAIS IL N'ÉTAIT pas arrangé dans le ciel que ","sirer, et toutes les idées de MALHEUR S'ÉVANOUIRENT ENFIN DE MON ESPRIT POUR N'ÊTRE PLUS REMPLACÉES QUE PAR L'ESPOIR DES PLUS DOUCES CONSOLATIONS QU'IL DÛT M'ÊTRE PERMIS D'ATTENDRE ; MAIS IL N'ÉTAIT pas écrit dans le ciel que la","(120008, 120177)","(64889, 65057)"
Sade_Infortunes_79,"le ciel que la pauvre Thérèse DÛT JAMAIS ÊTRE HEUREUSE, ET SI QUELQUES MOMENTS DE CALME NAISSAIENT FORTUITEMENT POUR ELLE, CE N'ÉTAIT QUE POUR LUI RENDRE PLUS AMERS CEUX D'HORREUR QUI DEVAIENT LES SUIVRE. 
A PEINE FÛMES-NOUS À PARIS, QUE MME DE BRESSAC S'EMPRESSA DE TRAVAILLER POUR MOI : LE PREMIER PRÉSIDENT VOULUT ME VOIR ; IL ÉCOUTA le récit de mes malheurs avec"," le ciel que la pauvre Sophie DÛT JAMAIS ÊTRE HEUREUSE, ET SI QUELQUES MOMENTS DE CALME NAISSAIENT FORTUITEMENT POUR ELLE, CE N'ÉTAIT QUE POUR LUI RENDRE PLUS AMERS CEUX D'HORREUR QUI DEVAIENT LES SUIVRE. 
A PEINE FÛMES-NOUS À PARIS QUE MME DE BRESSAC S'EMPRESSA DE TRAVAILLER POUR MOI. LE PREMIER PRÉSIDENT VOULUT ME VOIR, IL ÉCOUTA mes malheurs avec intérêt, la","(120225, 120531)","(65102, 65405)"
Sade_Infortunes_80,"d'imaginer combien de pareils PROCÉDÉS M'ATTACHAIENT À MME DE BRESSAC ; N'EÛT-ELLE PAS EU, D'AILLEURS, POUR MOI TOUTES SORTES DE BONTÉS, COMMENT DE TELLES DÉMARCHES NE M'EUSSENT-ELLES PAS LIÉE POUR JAMAIS À UNE PROTECTRICE AUSSI PRÉCIEUSE ? IL S'EN fallait pourtant bien que l'i","sé d'imaginer combien de tels PROCÉDÉS M'ATTACHAIENT À MME DE BRESSAC ; N'EÛT-ELLE PAS EU D'AILLEURS POUR MOI TOUTE SORTE DE BONTÉS, COMMENT DE PAREILLES DÉMARCHES NE M'EUSSENT-ELLES PAS LIÉE POUR JAMAIS À UNE PROTECTRICE AUSSI PRÉCIEUSE ? IL S'EN fallait bien pourtant que l'i","(121256, 121474)","(65788, 66005)"
Sade_Infortunes_81,"que si je ne la persécutais à TOUT INSTANT, ELLE SE RESSOUVIENDRAIT À PEINE DES SOINS QU'ELLE VOUS A PROMIS. ELLE VOUS FAIT VALOIR TOUS SES PAS, TANDIS QU'ILS ne sont que mon seul ouvrage ",", que si je ne la harcelais à TOUT INSTANT, ELLE SE RESSOUVIENDRAIT À PEINE DES SOINS QU'ELLE VOUS A PROMIS ; ELLE VOUS FAIT VALOIR TOUS SES PAS, TANDIS QU'ILS n'ont été faits que par moi. ","(122964, 123092)","(66898, 67027)"
Sade_Infortunes_82,"e je prétends ; non, Thérèse, LES SERVICES QUE J'ATTENDS DE VOUS SONT D'UN TOUT AUTRE GENRE, ET QUAND VOUS SEREZ BIEN CONVAINCUE DE ce que j'ai fait pour votre t","prétends... Non, Sophie, non, LES SERVICES QUE J'ATTENDS DE VOUS SONT D'UN TOUT AUTRE GENRE, ET QUAND VOUS SEREZ BIEN CONVAINCUE DE tout ce que j'ai fait pour vo","(123394, 123495)","(67356, 67457)"
Sade_Infortunes_83,"e je trouverai dans votre âme CE QUE JE SUIS EN DROIT D'EN ATTENDRE. 
CES DISCOURS ME PARAISSAIENT SI OBSCURS QUE JE NE SAVAIS COMMENT Y RÉPONDRE : JE LE FAISAIS POURTANT À TOUT HASARD, ET PEUT-ÊTRE AVEC TROP DE FACILITÉ. Faut-il vous l'avouer ? Héla","trouverai dans votre âme tout CE QUE JE SUIS EN DROIT D'EN ATTENDRE... 
CES DISCOURS ME PARAISSAIENT SI OBSCURS, QUE JE NE SAVAIS COMMENT Y RÉPONDRE ; JE LE FAISAIS POURTANT À TOUT HASARD ET PEUT-ÊTRE AVEC TROP DE FACILITÉ. 
C'est ici le moment de vous","(123579, 123769)","(67537, 67729)"
Sade_Infortunes_84,"dis-je une faute ? une folie, UNE EXTRAVAGANCE... QUI N'EUT JAMAIS RIEN D'ÉGAL ; MAIS AU MOINS CE N'EST PAS UN CRIME, C'EST UNE SIMPLE ERREUR, QUI N'A PUNI QUE MOI, ET DONT IL NE PARAÎT POINT QUE LA MAIN ÉQUITABLE DU CIEL AIT DÛ SE SERVIR pour me plonger dans l'abîme ","ma vie... que dis-je un tort, UNE EXTRAVAGANCE QUI N'EUT JAMAIS RIEN D'ÉGAL... MAIS AU MOINS CE N'EST PAS UN CRIME, C'EST UNE SIMPLE ERREUR QUI N'A PUNI QUE MOI ET DONT IL NE ME PARAÎT PAS QUE LA MAIN ÉQUITABLE DU CIEL AIT DÛ SE SERVIR pour m'entraîner dans l'abîme","(124036, 124244)","(67857, 68062)"
Sade_Infortunes_85,"ue je versais journellement ; MAIS IL LUI ÉTAIT IMPOSSIBLE POURTANT DE NE PAS SE DOUTER DU DÉSIR QUE J'AVAIS DE VOLER AU-DEVANT DE TOUT CE QUI POUVAIT LUI PLAIRE ; IL NE SE POUVAIT PAS QU'IL N'ENTREVÎT MES PRÉVENANCES ; TROP AVEUGLES SANS DOUTE, ELLES ALLAIENT AU POINT DE servir ses erreurs, autant qu","res honteux qui le perdaient, MAIS IL LUI ÉTAIT IMPOSSIBLE POURTANT DE NE PAS SE DOUTER DU DÉSIR QUE J'AVAIS DE VOLER AU-DEVANT DE TOUT CE QUI POUVAIT LUI PLAIRE, IL NE SE POUVAIT PAS QU'IL N'ENTREVÎT MES PRÉVENANCES... TROP AVEUGLES SANS DOUTE, ELLES ALLAIENT JUSQU'AU POINT DE servir même ses erreurs autan","(124986, 125228)","(68875, 69123)"
Sade_Infortunes_86,"'avait en quelque façon gagné SA CONFIANCE, ET TOUT CE QUI VENAIT DE LUI M'ÉTAIT SI PRÉCIEUX, JE M'AVEUGLAI TELLEMENT SUR LE PEU QUE M'OFFRAIT SON CŒUR, QUE J'EUS QUELQUEFOIS LA FAIBLESSE DE CROIRE QUE JE NE LUI ÉTAIS PAS INDIFFÉRENTE. MAIS COMBIEN L'EXCÈS DE SES DÉSORDRES ME DÉSABUSAIT PROMPTEMENT ILS ÉTAIENT TELS QUE sa santé même en était altéré","m'avait en quelque façon valu SA CONFIANCE, ET TOUT CE QUI VENAIT DE LUI M'ÉTAIT SI PRÉCIEUX, JE M'AVEUGLAIS TELLEMENT SUR LE PEU QUE M'OFFRAIT SON CŒUR, QUE J'EUS QUELQUEFOIS L'ORGUEIL DE CROIRE QUE JE NE LUI ÉTAIS PAS INDIFFÉRENTE, MAIS COMBIEN L'EXCÈS DE SES DÉSORDRES ME DÉSABUSAIT PROMPTEMENT ILS ÉTAIENT TELS QUE non seulement la maison était","(125382, 125672)","(69301, 69589)"
Sade_Infortunes_87,"ois la liberté de lui peindre LES INCONVÉNIENTS DE SA CONDUITE, IL M'ÉCOUTAIT SANS RÉPUGNANCE, PUIS FINISSAIT PAR ME DIRE QU'ON NE SE CORRIGEAIT PAS DE L'ESPÈCE DE VICE qu'il chérissait. 
--Ah Thérè","berté de lui représenter tous LES INCONVÉNIENTS DE SA CONDUITE ; IL M'ÉCOUTAIT SANS RÉPUGNANCE, PUIS FINISSAIT PAR ME DIRE QU'ON NE SE CORRIGEAIT PAS DE L'ESPÈCE DE VICE qui le dominait, que reprodui","(125754, 125892)","(69989, 70128)"
Sade_Infortunes_88,la plus constatée contre tous LES SENTIMENTS DE LA NATURE. SERAIT-IL DONC VRAI QUE QUAND ON EST PARVENU À TRANSGRESSER AUSSI FORMELLEMENT DANS SES GOÛTS l'instinct sacré de cette loi,"olte la plus constatée contre LES SENTIMENTS DE LA NATURE. SERAIT-IL DONC VRAI QUE QUAND ON EST PARVENU À TRANSGRESSER AUSSI FORMELLEMENT DANS SES GOÛTS les lois de cet organe sacré,","(129000, 129122)","(70720, 70842)"
Sade_Infortunes_89," penchant à commettre ensuite TOUS LES AUTRES ? 
QUELQUEFOIS JE ME SERVAIS DES MOYENS DE LA RELIGION ; PRESQUE TOUJOURS CONSOLÉE PAR ELLE, J'ESSAYAIS DE FAIRE PASSER SES DOUCEURS DANS L'ÂME DE CE PERVERS, À PEU PRÈS SÛRE DE LE CONTENIR par ces liens si je parvenais","cilité à commettre impunément TOUS LES AUTRES ? 
QUELQUEFOIS JE ME SERVAIS DES MOYENS DE LA RELIGION ; PRESQUE TOUJOURS CONSOLÉE PAR ELLE, J'ESSAYAIS DE FAIRE PASSER SES DOUCEURS DANS L'ÂME DE CE PERVERS, À PEU PRÈS SÛRE DE LE CAPTIVER par de tels liens si je parve","(129238, 129443)","(70962, 71167)"
Sade_Infortunes_90,"s. Ennemi déclaré de nos plus SAINTS MYSTÈRES, FRONDEUR OPINIÂTRE DE LA PURETÉ DE NOS DOGMES, ANTAGONISTE OUTRÉ DE L'EXISTENCE D'UN ÊTRE SUPRÊME M. DE BRESSAC, AU LIEU DE SE LAISSER CONVERTIR PAR MOI, CHERCHA BIEN PLUTÔT À ME CORROMPRE. 
--TOUTES LES RELIGIONS PARTENT D'UN PRINCIPE FAUX, THÉRÈSE, ME DISAIT-IL ; TOUTES SUPPOSENT COMME NÉCESSAIRE LE CULTE D'UN ÊTRE créateur, mais ce créateur n'","c lui ; ennemi déclaré de nos SAINTS MYSTÈRES, FRONDEUR OPINIÂTRE DE LA PURETÉ DE NOS DOGMES, ANTAGONISTE OUTRÉ DE L'EXISTENCE D'UN ÊTRE SUPRÊME, M. DE BRESSAC AU LIEU DE SE LAISSER CONVERTIR PAR MOI CHERCHA BIEN PLUTÔT À ME CORROMPRE. 
--TOUTES LES RELIGIONS PARTENT D'UN PRINCIPE FAUX, SOPHIE, ME DISAIT-IL, TOUTES SUPPOSENT COMME NÉCESSAIRE LE CULTE D'UN ÊTRE créateur ; or, si ce monde ét","(129607, 129942)","(71340, 71672)"
Sade_Infortunes_91,"de la stupidité ? Que vois-je DANS TOUTES ? DES MYSTÈRES QUI FONT FRÉMIR LA RAISON, DES DOGMES OUTRAGEANT LA NATURE, ET DES CÉRÉMONIES GROTESQUES QUI N'INSPIRENT QUE LA DÉRISION et le dégoût. Mais si, de tou"," et de la stupidité ; je vois DANS TOUTES DES MYSTÈRES QUI FONT FRÉMIR LA RAISON, DES DOGMES OUTRAGEANT LA NATURE ET DES CÉRÉMONIES GROTESQUES QUI N'INSPIRENT QUE LA DÉRISION. A peine eus-je les yeux ouve","(131107, 131254)","(72620, 72764)"
Sade_Infortunes_92,ous flétrissiez dans son cœur CETTE RELIGION QUI LA CONSOLE. FERMEMENT ATTACHÉE À CE QU'ELLE ENSEIGNE ; ABSOLUMENT CONVAINCUE QUE TOUS LES COUPS QUI LUI SONT PORTÉS NE SONT QUE les effets du libertinage et ,"x espoir si vous lui enleviez CETTE RELIGION QUI LA CONSOLE ; FERMEMENT ATTACHÉE À CE QU'ELLE ENSEIGNE, ABSOLUMENT CONVAINCUE QUE TOUS LES COUPS QUI LUI SONT PORTÉS NE SONT QUE l'effet du libertinage et des","(138062, 138208)","(73076, 73222)"
Sade_Infortunes_93,"ents à cela, dont le comte ne FAISAIT QUE RIRE, ET SES PRINCIPES CAPTIEUX NOURRIS D'UNE ÉLOQUENCE PLUS MÂLE, SOUTENUS DE LECTURES QUE JE N'AVAIS HEUREUSEMENT JAMAIS FAITES, attaquaient chaque jour tous","on cœur, mais le marquis n'en FAISAIT QUE RIRE, ET SES PRINCIPES CAPTIEUX, NOURRIS D'UNE ÉLOQUENCE PLUS MÂLE, SOUTENUS DE LECTURES QUE JE N'AVAIS HEUREUSEMENT JAMAIS FAITES, renversaient toujours tous l","(138458, 138599)","(73460, 73602)"
Sade_Infortunes_94,"sion dont elle était brûlée : MAIS L'AMOUR EST-IL UN MAL DONT ON PUISSE GUÉRIR ? TOUT CE QUE JE CHERCHAIS À LUI OPPOSER N'ATTISAIT QUE PLUS VIVEMENT SA FLAMME, ET LE PERFIDE COMTE NE ME PARAISSAIT JAMAIS PLUS AIMABLE QUE QUAND J'AVAIS RÉUNI DEVANT MOI TOUT CE QUI DEVAIT M'ENGAGER À LE HAÏR. 
IL Y AVAIT QUATRE ANS QUE J'ÉTAIS DANS CETTE MAISON, TOUJOURS PERSÉCUTÉE PAR LES MÊMES CHAGRINS, TOUJOURS CONSOLÉE PAR LES MÊMES DOUCEURS, LORSQUE cet abominable homme, se croy","se passion qui la dévorait... MAIS L'AMOUR EST-IL UN MAL DONT ON PUISSE GUÉRIR ? TOUT CE QUE JE CHERCHAIS À LUI OPPOSER N'ATTISAIT QUE PLUS VIVEMENT SA FLAMME, ET LE PERFIDE BRESSAC NE ME PARAISSAIT JAMAIS PLUS AIMABLE QUE QUAND J'AVAIS RÉUNI DEVANT MOI TOUT CE QUI DEVAIT M'ENGAGER À LE HAÏR. 
IL Y AVAIT QUATRE ANS QUE J'ÉTAIS DANS CETTE MAISON, TOUJOURS PERSÉCUTÉE PAR LES MÊMES CHAGRINS, TOUJOURS CONSOLÉE PAR LES MÊMES DOUCEURS, LORSQUE l'affreux motif des séduction","(139562, 139971)","(74532, 74943)"
Sade_Infortunes_95,"évoiler ses infâmes desseins. NOUS ÉTIONS POUR LORS À LA CAMPAGNE ; J'ÉTAIS SEULE AUPRÈS DE LA COMTESSE : SA PREMIÈRE FEMME AVAIT OBTENU DE RESTER À PARIS, L'ÉTÉ, POUR QUELQUES AFFAIRES DE SON MARI. UN SOIR, peu après que je fus retirée","ffert dans toute son horreur. NOUS ÉTIONS POUR LORS À LA CAMPAGNE, J'ÉTAIS SEULE AUPRÈS DE LA COMTESSE ; SA PREMIÈRE FEMME AVAIT OBTENU DE RESTER À PARIS L'ÉTÉ, POUR QUELQUE AFFAIRE DE SON MARI. UN SOIR, quelques instants après que ","(140061, 140237)","(75030, 75202)"
Sade_Infortunes_96,"e le laisser causer avec moi. HÉLAS TOUS LES INSTANTS QUE M'ACCORDAIT CE CRUEL AUTEUR DE MES MAUX ME PARAISSAIENT TROP PRÉCIEUX POUR QUE J'OSASSE EN REFUSER UN ; IL entre, ferme avec soin la por"," moi une partie de la nuit... HÉLAS, TOUS LES INSTANTS QUE M'ACCORDAIT CE CRUEL AUTEUR DE MES MAUX ME PARAISSAIENT TROP PRÉCIEUX POUR QUE J'OSASSE EN REFUSER AUCUN ; IL entre, il ferme avec soin la ","(140450, 140584)","(75485, 75623)"
Sade_Infortunes_97,"te, Thérèse, me dit le comte, EN ME RAMENANT AVEC TRANQUILLITÉ ; JE ME SUIS BIEN DOUTÉ DE TES RÉPUGNANCES, MAIS COMME TU AS DE L'ESPRIT, JE ME SUIS FLATTÉ DE LES VAINCRE... DE te prouver que ce crime, qui "," Sophie, me dit M. de Bressac EN ME RAMENANT AVEC TRANQUILLITÉ, JE ME SUIS BIEN DOUTÉ DE TES RÉPUGNANCES, MAIS COMME TU AS DE L'ESPRIT, JE ME SUIS FLATTÉ DE LES VAINCRE EN te faisant voir que ce crime ","(141493, 141638)","(76664, 76805)"
Sade_Infortunes_98,"-en certaine, chère fille, il EST PUREMENT CHIMÉRIQUE. LE POUVOIR DE DÉTRUIRE N'EST PAS ACCORDÉ À L'HOMME ; IL A TOUT AU PLUS CELUI DE VARIER LES FORMES ; MAIS IL N'A PAS CELUI DE LES ANÉANTIR : OR TOUTE FORME EST ÉGALE AUX YEUX DE LA NATURE ; RIEN NE SE PERD DANS LE CREUSET IMMENSE OÙ SES VARIATIONS S'EXÉCUTENT ; TOUTES LES PORTIONS DE MATIÈRES QUI y tombent en rejaillissent in","ois-en certaine, Sophie, elle EST PUREMENT CHIMÉRIQUE, LE POUVOIR DE DÉTRUIRE N'EST PAS ACCORDÉ À L'HOMME, IL A TOUT AU PLUS CELUI DE VARIER DES FORMES, MAIS IL N'A PAS CELUI DE LES ANÉANTIR ; OR TOUTE FORME EST ÉGALE AUX YEUX DE LA NATURE, RIEN NE SE PERD DANS LE CREUSET IMMENSE OÙ SES VARIATIONS S'EXÉCUTENT, TOUTES LES PORTIONS DE MATIÈRE QUI s'y jettent se renouvellent i","(142031, 142352)","(77143, 77459)"
Sade_Infortunes_99," Quand on m'aura convaincu de LA SUBLIMITÉ DE NOTRE ESPÈCE, QUAND ON M'AURA DÉMONTRÉ QU'ELLE EST TELLEMENT IMPORTANTE À LA NATURE, QUE NÉCESSAIREMENT SES LOIS S'IRRITENT DE cette transmutation, je pourr","itue ? Quand on m'aura prouvé LA SUBLIMITÉ DE NOTRE ESPÈCE, QUAND ON M'AURA DÉMONTRÉ QU'ELLE EST TELLEMENT IMPORTANTE À LA NATURE QUE NÉCESSAIREMENT SES LOIS S'IRRITENT DE sa destruction, alors je pour","(143190, 143332)","(78275, 78416)"
Sade_Infortunes_100,"e détruisant, se reproduisant PAR LES MÊMES MOYENS, NE RECEVANT JAMAIS UNE MORT RÉELLE, MAIS UNE SIMPLE VARIATION DANS CE QUI LES MODIFIE ; TOUS, DIS-JE, paraissant aujourd'hui sous ","sant, végétant, se détruisant PAR LES MÊMES MOYENS, NE RECEVANT JAMAIS UNE MORT RÉELLE, MAIS UNE SIMPLE VARIATION DANS CE QUI LES MODIFIE, TOUS, DIS-JE, se poussant, se détruisant, ","(143806, 143928)","(78870, 78991)"
Sade_Infortunes_101,"re, peuvent, au gré de l'être QUI VEUT LES MOUVOIR, CHANGER MILLE ET MILLE FOIS DANS UN JOUR, SANS QU'UNE SEULE LOI DE LA NATURE EN soit un instant affectée, que"," au gré de l'être qui veut ou QUI PEUT LES MOUVOIR CHANGER MILLE ET MILLE FOIS DANS UN JOUR, SANS QU'UNE SEULE LOI DE LA NATURE EN puisse être un moment affecté","(144038, 144139)","(79162, 79262)"
Sade_Infortunes_102,"e vous renvoie, n'est-il donc PAS LE SANCTUAIRE OÙ CETTE NATURE QUE VOUS OUTRAGEZ VEUT QU'ON L'ÉCOUTE ET QU'ON LA RESPECTE ? SI ELLE Y GRAVE LA PLUS FORTE HORREUR POUR LE CRIME QUE VOUS MÉDITEZ, M'ACCORDEREZ-VOUS QU'IL EST condamnable ? Les passions, j","quel je vous renvoie n'est-il PAS LE SANCTUAIRE OÙ CETTE NATURE QUE VOUS OUTRAGEZ VEUT QU'ON L'ÉCOUTE ET QU'ON LA RESPECTE ? SI ELLE Y GRAVE LA PLUS FORTE HORREUR POUR CE CRIME QUE VOUS MÉDITEZ, M'ACCORDEREZ-VOUS QU'IL EST condamnable ? Me direz-vous q","(148592, 148784)","(80929, 81121)"
Sade_Infortunes_103,"e m'étais trompé, Thérèse, me DIT-IL ; J'EN SUIS PEUT-ÊTRE AUTANT FÂCHÉ POUR VOUS QUE POUR MOI ; N'IMPORTE, JE TROUVERAI D'AUTRES MOYENS, ET VOUS AUREZ BEAUCOUP PERDU SANS QUE VOTRE MAÎTRESSE Y AIT RIEN GAGNÉ. 
CETTE MENACE CHANGEA TOUTES MES IDÉES : EN N'ACCEPTANT PAS LE CRIME QU'ON ME PROPOSAIT, JE RISQUAIS BEAUCOUP POUR MON COMPTE, ET MA MAÎTRESSE PÉRISSAIT INFAILLIBLEMENT ; EN CONSENTANT À LA COMPLICITÉ, JE ME METTAIS À COUVERT DU COURROUX du comte, et je sauvais assur","je m'étais trompé, Sophie, me DIT-IL, J'EN SUIS PEUT-ÊTRE AUTANT FÂCHÉ POUR VOUS QUE POUR MOI ; N'IMPORTE, JE TROUVERAI D'AUTRES MOYENS, ET VOUS AUREZ BEAUCOUP PERDU PRÈS DE MOI, SANS QUE VOTRE MAÎTRESSE Y AIT RIEN GAGNÉ. 
CETTE MENACE CHANGEA TOUTES MES IDÉES ; EN N'ACCEPTANT PAS LE CRIME QU'ON ME PROPOSAIT, JE RISQUAIS BEAUCOUP POUR MON COMPTE, ET MA MAÎTRESSE PÉRISSAIT INFAILLIBLEMENT ; EN CONSENTANT À LA COMPLICITÉ, JE ME METTAIS À COUVERT DU COURROUX de mon jeune maître, et je sa","(150359, 150776)","(82681, 83110)"
