,Text in Sade_Infortunes,Text in B,Location in Sade_Infortunes,Location in B
Sade_Justine_405,"moi en faveur de ce perfide ; JE LUI CACHAIS SOIGNEUSEMENT LE LIEU QUE J'HABITAIS, ET LE SUPPLIAIS DE ME RENVOYER MES effets et le peu d'argent qui","ussi touchante que je le pus. JE LUI CACHAI SOIGNEUSEMENT LE LIEU QUE J'HABITAIS, ET LE SUPPLIAI DE ME RENVOYER MES hardes avec le peu d'argent q","(106440, 106527)","(76, 272)"
Sade_Justine_406," de me renvoyer mes effets et LE PEU D'ARGENT QUI SE TROUVERAIT À MOI DANS MA CHAMBRE. UNE PAYSANNE DE VINGT à vingt-cinq ans, fort vive e","e me renvoyer mes hardes avec LE PEU D'ARGENT QUI SE TROUVAIT À MOI DANS MA CHAMBRE. UNE PAYSANNE DE VINGT-cinq ans, vive et spirituelle","(106538, 106616)","(76, 272)"
Sade_Justine_407,"e se charger de ma lettre, et DE FAIRE ASSEZ D'INFORMATIONS SOUS MAIN POUR pouvoir me satisfaire à son r","ea de ma lettre, et me promit DE FAIRE ASSEZ D'INFORMATIONS SOUS MAIN POUR me satisfaire à son retour su","(106707, 106751)","(76, 272)"
Sade_Justine_408,"her le lieu dont elle venait, DE NE PARLER DE MOI EN QUOI QUE CE SOIT, DE DIRE QU'ELLE TENAIT LA LETTRE D'UN HOMME QUI L'APPORTAIT DE PLUS DE QUINZE LIEUES DE LÀ. JEANNETTE PARTIT, c'était le nom de ma courriè"," nom de l'endroit où j'étais, DE NE PARLER DE MOI EN QUOI QUE CE PÛT ÊTRE, ET DE DIRE QU'ELLE TENAIT LA LETTRE D'UN HOMME QUI L'APPORTAIT DE PLUS DE QUINZE LIEUES DE LÀ. JEANNETTE PARTIT, et, vingt-quatre heures aprè","(106938, 107087)","(76, 272)"
Sade_Justine_409,"était le nom de ma courrière, ET VINGT-QUATRE HEURES APRÈS ELLE ME RAPPORTA ma réponse. Il est essentiel,","eues de là. Jeannette partit, ET, VINGT-QUATRE HEURES APRÈS, ELLE ME RAPPORTA la réponse ; elle existe enco","(107121, 107166)","(76, 272)"
Sade_Justine_410,"ris au château, et le marquis DANS LA PLUS GRANDE DÉSOLATION PRÉTENDAIT QUE SA MÈRE AVAIT ÉTÉ EMPOISONNÉE PAR UNE FEMME DE CHAMBRE QUI S'ÉTAIT ÉVADÉE LE MÊME JOUR et que l'on nommait Sophie ; ",", et le neveu, qui paraissait DANS LA PLUS GRANDE DÉSOLATION, PRÉTENDAIT QUE SA TANTE AVAIT ÉTÉ EMPOISONNÉE PAR UNE FEMME DE CHAMBRE QUI S'ÉTAIT ÉVADÉE LE MÊME JOUR. On faisait des recherches, e","(107514, 107646)","(76, 272)"
Sade_Justine_411,"trouvait. Au reste le marquis SE TROUVAIT PAR CETTE SUCCESSION BEAUCOUP PLUS RICHE QU'IL NE L'AVAIT CRU, et les coffres-forts, les pi","écouvrait. Au reste, le comte SE TROUVAIT, PAR CETTE SUCCESSION, BEAUCOUP PLUS RICHE QU'IL NE L'AVAIT CRU ; le coffre-fort, le portefeu","(107823, 107896)","(76, 272)"
Sade_Justine_412,"ssance, mettaient le marquis, INDÉPENDAMMENT DES REVENUS, EN POSSESSION DE PLUS DE SIX CENT MILLE FRANCS OU D'EFFETS OU D'ARGENT COMPTANT. AU TRAVERS DE SA DOULEUR AFFECTÉE, il avait, disait-on, bien de","issance, mettaient son neveu, INDÉPENDAMMENT DES REVENUS, EN POSSESSION DE PLUS DE SIX CENT MILLE FRANCS D'EFFETS OU D'ARGENT COMPTANT. AU TRAVERS DE SA DOULEUR AFFECTÉE, ce jeune homme avait, disait","(108023, 108165)","(76, 272)"
Sade_Justine_413,"rs de sa douleur affectée, il AVAIT, DISAIT-ON, BIEN DE LA PEINE À CACHER SA JOIE, ET LES PARENTS CONVOQUÉS POUR L'OUVERTURE DU CORPS EXIGÉE PAR LE MARQUIS, APRÈS AVOIR DÉPLORÉ LE SORT DE LA MALHEUREUSE COMTESSE, ET JURÉ DE LA VENGER si celle qui avait commis un ","leur affectée, ce jeune homme AVAIT, DISAIT-ON, BIEN DE LA PEINE À CACHER SA JOIE, ET LES PARENTS, CONVOQUÉS POUR L'OUVERTURE DU CORPS EXIGÉE PAR LE COMTE, APRÈS AVOIR DÉPLORÉ LE SORT DE LA MALHEUREUSE MARQUISE, ET JURÉ DE LA VENGER si la coupable tombait entre ","(108170, 108373)","(76, 272)"
Sade_Justine_414,"s un tel crime pouvait tomber ENTRE LEURS MAINS, AVAIENT LAISSÉ LE JEUNE HOMME EN PLEINE ET PAISIBLE POSSESSION DU FINIT DE SA SCÉLÉRATESSE. M. DE BRESSAC AVAIT parlé lui-même à Jeannette, i","venger si la coupable tombait ENTRE LEURS MAINS, AVAIENT LAISSÉ LE JEUNE HOMME EN PLEINE ET PAISIBLE POSSESSION DE SA SCÉLÉRATESSE. M. DE BRESSAC AVAIT lui-même parlé à Jeannette, i","(108428, 108558)","(76, 272)"
Sade_Justine_415,"ressac avait parlé lui-même à JEANNETTE, IL LUI AVAIT FAIT DIFFÉRENTES QUESTIONS AUXQUELLES LA JEUNE FILLE AVAIT RÉPONDU AVEC TANT DE FERMETÉ ET de franchise qu'il s'était dé","ressac avait lui-même parlé à JEANNETTE, IL LUI AVAIT FAIT DIFFÉRENTES QUESTIONS AUXQUELLES LA JEUNE FILLE AVAIT RÉPONDU AVEC TANT DE FRANCHISE ET de fermeté, qu'il s'était rés","(108576, 108690)","(76, 272)"
Sade_Justine_416,"ait déterminé à lui faire une RÉPONSE, SANS LA PRESSER DAVANTAGE. 
--LA VOILÀ, CETTE FATALE LETTRE, DIT SOPHIE EN la sortant de sa poche, la vo","'était résolu à lui donner sa RÉPONSE SANS LA PRESSER DAVANTAGE. LA VOILÀ CETTE FATALE LETTRE, DIT THÉRÈSE EN la remettant à Mme de Lorsang","(108744, 108827)","(76, 272)"
Sade_Justine_417,"ie en la sortant de sa poche, LA VOILÀ, MADAME, ELLE EST QUELQUEFOIS NÉCESSAIRE À MON CŒUR ET JE LA CONSERVERAI JUSQU'À MON DERNIER SOUPIR ; LISEZ-LA SI VOUS LE POUVEZ SANS FRÉMIR. 
MME DE LORSANGE, AYANT PRIS LE BILLET DES MAINS DE NOTRE BELLE AVENTURIÈRE, Y LUT LES MOTS SUIVANTS : « UNE SCÉLÉRATE CAPABLE D'AVOIR EMPOISONNÉ MA MÈRE EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT. CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE sûre que l'on l'y troublera s","ttant à Mme de Lorsange, oui, LA VOILÀ, MADAME, ELLE EST QUELQUEFOIS NÉCESSAIRE À MON CŒUR, ET JE LA CONSERVERAI JUSQU'À LA MORT ; LISEZ-LA, SI VOUS LE POUVEZ, SANS FRÉMIR. 
MME DE LORSANGE AYANT PRIS LE BILLET DES MAINS DE NOTRE BELLE AVENTURIÈRE Y LUT LES MOTS SUIVANTS : UNE SCÉLÉRATE CAPABLE D'AVOIR EMPOISONNÉ MA TANTE EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT ; CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE sûre qu'on l'y troublera si o","(108852, 109288)","(76, 272)"
Sade_Justine_418,le d'avoir empoisonné ma mère EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT. CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE SÛRE QUE L'ON L'Y TROUBLERA SI ON L'Y DÉCOUVRE. QU'OSE-T-ELLE RÉCLAMER... QUE PARLE-T-ELLE D'ARGENT et d'effets ? Ce qu'elle a pu,e d'avoir empoisonné ma tante EST BIEN HARDIE D'OSER M'ÉCRIRE APRÈS CET EXÉCRABLE DÉLIT ; CE QU'ELLE FAIT DE MIEUX EST DE BIEN CACHER SA RETRAITE ; ELLE PEUT ÊTRE SÛRE QU'ON L'Y TROUBLERA SI ON L'Y DÉCOUVRE. QU'OSE-T-ELLE RÉCLAMER ? QUE PARLE-T-ELLE D'ARGENT ? Ce qu'elle a pu laisser équ,"(109157, 109388)","(76, 272)"
Sade_Justine_419,"t-elle d'argent et d'effets ? CE QU'ELLE A PU LAISSER ÉQUIVAUT-IL LES VOLS QU'ELLE A FAITS, OU PENDANT SON SÉJOUR DANS LA MAISON, OU EN CONSOMMANT SON DERNIER CRIME ? 
QU'ELLE ÉVITE UN SECOND ENVOI PAREIL À CELUI-CI, CAR ON LUI DÉCLARE QU'ON FERAIT ARRÊTER SON COMMISSIONNAIRE JUSQU'À CE QUE LE LIEU QUI RECÈLE LA COUPABLE FÛT CONNU DE LA JUSTICE. » --CONTINUEZ, MA CHÈRE ENFANT, DIT MME DE LORSANGE EN RENDANT LE billet à Sophie, voilà des pr","? Que parle-t-elle d'argent ? CE QU'ELLE A PU LAISSER ÉQUIVAUT-IL AUX VOLS QU'ELLE A FAITS, OU PENDANT SON SÉJOUR DANS LA MAISON, OU EN CONSOMMANT SON DERNIER CRIME ? QU'ELLE ÉVITE UN SECOND ENVOI PAREIL À CELUI-CI, CAR ON LUI DÉCLARE QU'ON FERAIT ARRÊTER SON COMMISSIONNAIRE, JUSQU'À CE QUE LE LIEU QUI RECÈLE LA COUPABLE SOIT CONNU DE LA JUSTICE. 
--CONTINUEZ MA CHÈRE ENFANT, DIT MME DE LORSANGE EN RENDANT LE billet à Thérèse, voilà des p","(109403, 109786)","(76, 272)"
Sade_Justine_420,"eu qui recèle la coupable fût CONNU DE LA JUSTICE. » --CONTINUEZ, MA CHÈRE ENFANT, DIT MME DE LORSANGE EN RENDANT LE BILLET À SOPHIE, VOILÀ DES PROCÉDÉS QUI FONT HORREUR... NAGER DANS L'OR ET REFUSER À UNE MALHEUREUSE QUI N'A PAS VOULU CONCOURIR À UN CRIME CE QU'ELLE A LÉGITIMEMENT GAGNÉ, EST UNE infamie qui n'a point d'exemp","u qui recèle la coupable soit CONNU DE LA JUSTICE. 
--CONTINUEZ MA CHÈRE ENFANT, DIT MME DE LORSANGE EN RENDANT LE BILLET À THÉRÈSE, VOILÀ DES PROCÉDÉS QUI FONT HORREUR ; NAGER DANS L'OR, ET REFUSER À UNE MALHEUREUSE QUI N'A PAS VOULU COMMETTRE UN CRIME CE QU'ELLE A LÉGITIMEMENT GAGNÉ, EST UNE infamie gratuite qui n'a poin","(109700, 109967)","(76, 272)"
Sade_Justine_421,"qui n'a pas voulu concourir à UN CRIME CE QU'ELLE A LÉGITIMEMENT GAGNÉ, EST UNE INFAMIE QUI N'A POINT D'EXEMPLE. 
--HÉLAS, MADAME, CONTINUA SOPHIE EN REPRENANT LA SUITE DE SON HISTOIRE, JE FUS DEUX JOURS À PLEURER SUR CETTE MALHEUREUSE lettre, et je gémissais bien ","e qui n'a pas voulu commettre UN CRIME CE QU'ELLE A LÉGITIMEMENT GAGNÉ, EST UNE INFAMIE GRATUITE QUI N'A POINT D'EXEMPLE. 
--HÉLAS MADAME, CONTINUA THÉRÈSE, EN REPRENANT LA SUITE DE SON HISTOIRE, JE FUS DEUX JOURS À PLEURER SUR CETTE MALHEUREUSE lettre ; je gémissais bien pl","(109918, 110123)","(76, 272)"
Sade_Justine_422,"élas, madame, continua Sophie EN REPRENANT LA SUITE DE SON HISTOIRE, JE FUS DEUX JOURS À PLEURER SUR CETTE MALHEUREUSE LETTRE, et je gémissais bien plus de","las madame, continua Thérèse, EN REPRENANT LA SUITE DE SON HISTOIRE, JE FUS DEUX JOURS À PLEURER SUR CETTE MALHEUREUSE LETTRE ; je gémissais bien plus du p","(110035, 110130)","(76, 272)"
Sade_Justine_423,"és horribles qu'elle peignait QUE DES REFUS QU'ELLE CONTENAIT. ME VOILÀ DONC COUPABLE, M'ÉCRIAI-JE, ME VOILÀ DONC UNE SECONDE FOIS DÉFÉRÉE À LA JUSTICE POUR AVOIR trop respecté ses décrets... ","édé horrible qu'elle prouvait QUE DES REFUS QU'ELLE CONTENAIT. ME VOILÀ DONC COUPABLE M'ÉCRIAI-JE, ME VOILÀ DONC UNE SECONDE FOIS DÉNONCÉE À LA JUSTICE POUR AVOIR trop su respecter ses lois So","(110198, 110330)","(76, 272)"
Sade_Justine_424," trop respecté ses décrets... SOIT, JE NE M'EN REPENS PAS ; QUELQUE CHOSE QUI PUISSE M'ARRIVER, JE NE CONNAÎTRAI NI LA DOULEUR MORALE, NI LES REMORDS, TANT QUE MON ÂME SERA PURE, ET QUE JE N'AURAI d'autres torts que d'avoir tr","ir trop su respecter ses lois SOIT, JE NE M'EN REPENS PAS ; QUELQUE CHOSE QUI PUISSE M'ARRIVER, JE NE CONNAÎTRAI PAS DU MOINS LES REMORDS TANT QUE MON ÂME SERA PURE, ET QUE JE N'AURAI fait d'autre mal que d'avoir ","(110360, 110526)","(76, 272)"
Sade_Justine_425,"que je n'aurai d'autres torts QUE D'AVOIR TROP ÉCOUTÉ LES SENTIMENTS D'ÉQUITÉ ET DE VERTU QUI NE M'ABANDONNERONT JAMAIS. 
IL M'ÉTAIT CEPENDANT IMPOSSIBLE DE CROIRE QUE LES RECHERCHES DONT le marquis me parlait fussent","e je n'aurai fait d'autre mal QUE D'AVOIR TROP ÉCOUTÉ LES SENTIMENTS ÉQUITABLES ET VERTUEUX QUI NE M'ABANDONNERONT JAMAIS. 
IL M'ÉTAIT POURTANT IMPOSSIBLE DE CROIRE QUE LES RECHERCHES DONT le comte me parlait fussent b","(110542, 110699)","(76, 272)"
Sade_Justine_426,"jamais. 
Il m'était cependant IMPOSSIBLE DE CROIRE QUE LES RECHERCHES DONT LE MARQUIS ME PARLAIT FUSSENT BIEN RÉELLES ; ELLES AVAIENT SI PEU DE VRAISEMBLANCE, IL ÉTAIT SI DANGEREUX POUR LUI DE ME FAIRE PARAÎTRE EN JUSTICE QUE J'IMAGINAI QU'IL DEVAIT AU-DEDANS DE LUI-même se trouver infiniment pl"," jamais. 
Il m'était pourtant IMPOSSIBLE DE CROIRE QUE LES RECHERCHES DONT LE COMTE ME PARLAIT FUSSENT BIEN RÉELLES ; ELLES AVAIENT SI PEU DE VRAISEMBLANCE, IL ÉTAIT SI DANGEREUX POUR LUI DE ME FAIRE PARAÎTRE EN JUSTICE, QUE J'IMAGINAI QU'IL DEVAIT, AU FOND DE LUI-même, être beaucoup plus effr","(110655, 110891)","(76, 272)"
Sade_Justine_427,"a découvrir, que je ne devais FRÉMIR DE SES MENACES. CES RÉFLEXIONS ME DÉCIDÈRENT À RESTER dans l'endroit même où je me ","e voir que je n'avais lieu de FRÉMIR DE SES MENACES. CES RÉFLEXIONS ME DÉCIDÈRENT À RESTER où j'étais, et à m'y placer m","(111015, 111075)","(76, 272)"
Sade_Justine_428," m'y placer si je le pouvais, JUSQU'À CE QUE MES FONDS UN PEU plus accrus me permissent de "," même si cela était possible, JUSQU'À CE QUE MES FONDS UN PEU augmentés me permissent de m'","(111149, 111180)","(76, 272)"
Sade_Justine_429,"t de leur obéir, je me cache, ET LEUR CONVERSATION NE ME CONVAINC QUE TROP DU PROJET HORRIBLE qu'ils méditent. 
--Jamais, d"," se trouvaient les deux amis, ET LEUR CONVERSATION NE ME CONVAINC QUE TROP DU PROJET HORRIBLE qui les occupait l'un et l'au","(115083, 115146)","(76, 272)"
Sade_Justine_430,"de la douleur sur les nerfs ; IL EST ODIEUX QUE DE FUTILES CONSIDÉRATIONS ARRÊTENT AINSI LE PROGRÈS DES ARTS... 
EH BIEN, C'EST UN SUJET DE SACRIFIÉ POUR EN SAUVER DES MILLIONS ; DOIT-ON BALANCER À CE PRIX ? LE MEURTRE OPÉRÉ PAR LES LOIS EST-IL D'UNE AUTRE ESPÈCE QUE CELUI qui va se commettre dans notr","t, je le suis, reprit Rodin ; IL EST ODIEUX QUE DE FUTILES CONSIDÉRATIONS ARRÊTENT AINSI LE PROGRÈS DES SCIENCES ; LES GRANDS HOMMES SE SONT-ILS LAISSÉ CAPTIVER PAR D'AUSSI MÉPRISABLES CHAÎNES ? ET QUAND MICHEL-ANGE VOULUT RENDRE UN CHRIST AU NATUREL, SE FIT-IL UN CAS DE CONSCIENCE DE CRUCIFIER UN JEUNE HOMME, ET DE LE COPIER DANS LES ANGOISSES ? MAIS QUAND IL S'AGIT DES PROGRÈS DE NOTRE ART, DE QUELLE NÉCESSITÉ NE DOIVENT PAS ÊTRE CES MÊMES MOYENS ET COMBIEN Y A-T-IL UN MOINDRE MAL À SE LES PERMETTRE C'EST UN SUJET DE SACRIFIÉ POUR EN SAUVER UN MILLION ; DOIT-ON BALANCER À CE PRIX ? LE MEURTRE OPÉRÉ PAR LES LOIS EST-IL D'UNE AUTRE ESPÈCE QUE CELUI que nous allons faire, et l'o","(115392, 115635)","(76, 272)"
Sade_Justine_431,e sacrifié pour en sauver des MILLIONS ; DOIT-ON BALANCER À CE PRIX ? LE MEURTRE OPÉRÉ PAR LES LOIS EST-IL D'UNE AUTRE ESPÈCE QUE CELUI qui va se commettre dans notr,"de sacrifié pour en sauver un MILLION ; DOIT-ON BALANCER À CE PRIX ? LE MEURTRE OPÉRÉ PAR LES LOIS EST-IL D'UNE AUTRE ESPÈCE QUE CELUI que nous allons faire, et l'o","(115530, 115635)","(76, 272)"
Sade_Justine_432,"ation, et l'objet de ces lois SI SAGES N'EST-IL PAS LE SACRIFICE D'UN POUR sauver mille ? Que rien ne no","jet de ces lois, qu'on trouve SI SAGES, N'EST-IL PAS LE SACRIFICE D'UN POUR en sauver mille ? 
--C'est la","(115701, 115745)","(76, 272)"
Sade_Justine_433,"ndant que son ami me tient, m'APPLIQUE DERRIÈRE L'ÉPAULE LE FER ARDENT, DONT ON MARQUE LES VOLEURS... 
--QU'ELLE OSE PARAÎTRE À PRÉSENT, LA CATIN, QU'ELLE L'OSE, DIT RODIN FURIEUX, ET EN MONTRANT CETTE LETTRE IGNOMINIEUSE, JE LÉGITIMERAI SUFFISAMMENT LES RAISONS QUI ME L'ONT FAIT RENVOYER AVEC TANT DE SECRET ET DE PROMPTITUDE. 
Cela dit, les deux amis me ","isit, et l'abominable Rodin m'APPLIQUE DERRIÈRE L'ÉPAULE LE FER ARDENT DONT ON MARQUE LES VOLEURS. 
--QU'ELLE OSE PARAÎTRE À PRÉSENT, LA CATIN, CONTINUE CE MONSTRE, QU'ELLE L'OSE, ET EN MONTRANT CETTE LETTRE IGNOMINIEUSE, JE LÉGITIMERAI SUFFISAMMENT LES RAISONS QUI ME L'ONT FAIT RENVOYER AVEC TANT DE SECRET ET DE PROMPTITUDE. 
On me panse, on me rhabille","(119581, 119878)","(76, 272)"
Sade_Justine_434,nent ; il était nuit ; ils me CONDUISENT AU BORD DE LA FORÊT ET M'Y ABANDONNENT CRUELLEMENT APRÈS M'AVOIR FAIT ENTREVOIR ENCORE tout le danger d'une récrimin," de la nuit, les deux amis me CONDUISENT AU BORD DE LA FORÊT ET M'Y ABANDONNENT CRUELLEMENT, APRÈS M'AVOIR FAIT ENTREVOIR ENCORE le danger d'une récrimination","(119942, 120039)","(76, 272)"
Sade_Justine_435,"tion contre eux, si je veux l'ENTREPRENDRE DANS L'ÉTAT D'AVILISSEMENT OÙ JE ME TROUVE. 
TOUTE AUTRE QUE MOI SE FÛT PEU SOUCIÉE DE CETTE MENACE ; DÈS QU'ON POUVAIT PROUVER QUE LE TRAITEMENT QUE JE VENAIS d'essuyer n'était l'ouvrage d","une récrimination, si j'ose l'ENTREPRENDRE DANS L'ÉTAT D'AVILISSEMENT OÙ JE ME TROUVE. 
TOUTE AUTRE QUE MOI SE FÛT PEU SOUCIÉE DE CETTE MENACE ; DÈS QU'IL M'ÉTAIT POSSIBLE DE PROUVER QUE LE TRAITEMENT QUE JE VENAIS de souffrir n'était l'ouvrage","(120100, 120272)","(76, 272)"
Sade_Justine_436,"nt que je venais d'essuyer n'éTAIT L'OUVRAGE D'AUCUN TRIBUNAL, QU'AVAIS-JE À CRAINDRE ? MAIS MA FAIBLESSE, MA CANDEUR ORDINAIRE, L'EFFROI DE MES MALHEURS DE PARIS ET du château de Bressac, tout m"," que je venais de souffrir n'éTAIT L'OUVRAGE D'AUCUN TRIBUNAL, QU'AVAIS-JE À CRAINDRE ? MAIS MA FAIBLESSE, MA TIMIDITÉ NATURELLE, L'EFFROI DE MES MALHEURS DE PARIS ET de ceux du château de Bressac","(120286, 120421)","(76, 272)"
Sade_Justine_437,"i de mes malheurs de Paris et DU CHÂTEAU DE BRESSAC, TOUT M'ÉTOURDIT, TOUT M'EFFRAYA et je ne pensai qu'à m'éloign"," malheurs de Paris et de ceux DU CHÂTEAU DE BRESSAC, TOUT M'ÉTOURDIT, TOUT M'EFFRAYA ; je ne pensai qu'à fuir ; bi","(120422, 120476)","(76, 272)"
Sade_Justine_438,"in et le surlendemain autant, MAIS NE M'ORIENTANT POINT, NE DEMANDANT RIEN, JE NE FIS QUE TOURNER AUTOUR DE PARIS, ET LE QUATRIÈME JOUR DE ma marche au soir, je ne me t"," marche dès le même instant ; MAIS NE M'ORIENTANT POINT, NE DEMANDANT RIEN, JE NE FIS QUE TOURNER AUTOUR DE PARIS, ET LE QUATRIÈME JOUR DE mon voyage, je ne me trouvai ","(121042, 121150)","(76, 272)"
Sade_Justine_439,"me jour de ma marche au soir, JE NE ME TROUVAI QU'À LIEUSAINT ; SACHANT QUE CETTE ROUTE POUVAIT ME CONDUIRE VERS LES PROVINCES MÉRIDIONALES DE LA FRANCE, JE RÉSOLUS DE LA SUIVRE, ET DE GAGNER comme je pourrais ces pays él","quatrième jour de mon voyage, JE NE ME TROUVAI QU'À LIEURSAINT. SACHANT QUE CETTE ROUTE POUVAIT ME CONDUIRE VERS LES PROVINCES MÉRIDIONALES, JE RÉSOLUS ALORS DE LA SUIVRE, ET DE GAGNER ainsi, comme je le pourrais, ","(121170, 121331)","(76, 272)"
Sade_Justine_440,"suivre, et de gagner comme je POURRAIS CES PAYS ÉLOIGNÉS, M'IMAGINANT QUE LA PAIX ET LE REPOS SI CRUELLEMENT REFUSÉS POUR MOI DANS MA PATRIE M'ATTENDAIENT PEUT-ÊTRE AU BOUT DU MONDE. 
FATALE ERREUR ET QUE DE CHAGRINS IL ME RESTAIT À ÉPROUVER ENCORE Ma fortune, bien plus médiocr"," de gagner ainsi, comme je le POURRAIS, CES PAYS ÉLOIGNÉS, M'IMAGINANT QUE LA PAIX ET LE REPOS SI CRUELLEMENT REFUSÉS POUR MOI DANS MA PATRIE M'ATTENDAIENT PEUT-ÊTRE AU BOUT DE LA FRANCE. FATALE ERREUR QUE DE CHAGRINS IL ME RESTAIT À ÉPROUVER ENCORE Quelles qu'eussent été mes pe","(121341, 121559)","(76, 272)"
Sade_Justine_441,"s, somme à quoi se montait et CE QUE J'AVAIS SAUVÉ DE CHEZ BRESSAC, ET ce que j'avais gagné chez le ","nt écus, somme résultative de CE QUE J'AVAIS SAUVÉ DE CHEZ BRESSAC ET de ce que j'avais gagné chez ","(121794, 121834)","(76, 272)"
Sade_Justine_442,"ais gagné chez le chirurgien. DANS L'EXCÈS DE MON MALHEUR, JE ME TROUVAIS ENCORE HEUREUSE DE CE QU'ON NE M'AVAIT PAS ENLEVÉ CES secours et je me flattai qu'i","que j'avais gagné chez Rodin. DANS L'EXCÈS DE MON MALHEUR, JE ME TROUVAIS ENCORE HEUREUSE DE CE QU'ON NE M'AVAIT POINT ENLEVÉ CES secours ; je me flattais qu'a","(121876, 121973)","(76, 272)"
Sade_Justine_443,lattai qu'ils me conduiraient AU MOINS JUSQU'À CE QUE JE FUSSE EN SITUATION DE POUVOIR TROUVER QUELQUE PLACE. Les infamies qui m'avaient é,"umée, cet argent me suffirait AU MOINS JUSQU'À CE QUE JE FUSSE EN SITUATION DE POUVOIR TROUVER QUELQUE PLACE. L'exécration qu'on venait de","(122022, 122100)","(76, 272)"
Sade_Justine_444,"éguiser toujours, et que leur FLÉTRISSURE NE M'EMPÊCHERAIT PAS DE GAGNER MA VIE ; J'AVAIS VINGT-DEUX ANS, UNE santé robuste quoique fluette","la déguiser toujours et cette FLÉTRISSURE NE M'EMPÊCHERAIT PAS DE GAGNER MA VIE. J'AVAIS VINGT-DEUX ANS, UNE bonne santé, une figure dont,","(122227, 122306)","(76, 272)"
Sade_Justine_445,"ste quoique fluette et mince, UNE FIGURE DONT POUR MON MALHEUR ON NE FAISAIT QUE TROP D'ÉLOGES, QUELQUES VERTUS QUI QUOIQU'ELLES M'EUSSENT TOUJOURS NUI, ME CONSOLAIENT POURTANT dans mon intérieur et me fais","gt-deux ans, une bonne santé, UNE FIGURE DONT, POUR MON MALHEUR, ON NE FAISAIT QUE TROP D'ÉLOGES ; QUELQUES VERTUS QUI, QUOIQU'ELLES M'EUSSENT TOUJOURS NUI, ME CONSOLAIENT POURTANT, comme je viens de vous le di","(122347, 122493)","(76, 272)"
Sade_Justine_446,"au moins quelques suspensions AUX MAUX QU'ELLES M'AVAIENT ATTIRÉS. PLEINE D'ESPOIR ET DE COURAGE, JE CONTINUAI MA ROUTE JUSQU'À Sens ; là mes pieds mal guéri","s, au moins quelque cessation AUX MAUX QU'ELLES M'AVAIENT ATTIRÉS. PLEINE D'ESPOIR ET DE COURAGE, JE POURSUIVIS MA ROUTE JUSQU'À Sens, où je me reposai quelqu","(122635, 122732)","(76, 272)"
Sade_Justine_447,"même. Une semaine de repos me REMIT ENTIÈREMENT ; PEUT-ÊTRE EUSSÉ-JE TROUVÉ QUELQUE PLACE À SENS, MAIS PÉNÉTRÉE DE LA NÉCESSITÉ DE M'ÉLOIGNER, JE ne voulus pas même en faire d","uelques jours. Une semaine me REMIT ENTIÈREMENT ; PEUT-ÊTRE EUSSÉ-JE TROUVÉ QUELQUE PLACE DANS CETTE VILLE, MAIS PÉNÉTRÉE DE LA NÉCESSITÉ DE M'ÉLOIGNER, JE me remis en marche avec le de","(123067, 123182)","(76, 272)"
Sade_Justine_448,"ande, je poursuivis ma route, AVEC LE DESSEIN DE CHERCHER FORTUNE EN DAUPHINÉ ; J'AVAIS BEAUCOUP ENTENDU PARLER DE CE PAYS DANS MON ENFANCE, JE M'Y FIGURAI LE BONHEUR ; NOUS ALLONS VOIR COMME J'Y RÉUSSIS. 
DANS AUCUNE CIRCONSTANCE DE MA VIE LES SENTIMENTS DE RELIGION NE M'AVAIENT ABANDONNÉE ; MÉPRISANT LES VAINS SOPHISMES DES ESPRITS FORTS, LES CROYANT TOUS ÉMANÉS DU LIBERTINAGE BIEN PLUS QUE D'UNE FEUTRE PERSUASION, JE LEUR OPPOSAIS MA CONSCIENCE ET MON CŒUR, ET TROUVAIS AU MOYEN DE L'UNE ET DE L'AUTRE TOUT CE QU'IL FALLAIT POUR y répondre. Forcée quelquefoi","oigner, je me remis en marche AVEC LE DESSEIN DE CHERCHER FORTUNE EN DAUPHINÉ ; J'AVAIS BEAUCOUP ENTENDU PARLER DE CE PAYS, JE M'Y FIGURAIS TROUVER LE BONHEUR. NOUS ALLONS VOIR COMME J'Y RÉUSSIS. 
DANS AUCUNE CIRCONSTANCE DE MA VIE, LES SENTIMENTS DE RELIGION NE M'AVAIENT ABANDONNÉE. MÉPRISANT LES VAINS SOPHISMES DES ESPRITS FORTS, LES CROYANT TOUS ÉMANÉS DU LIBERTINAGE BIEN PLUS QUE D'UNE FERME PERSUASION, JE LEUR OPPOSAIS MA CONSCIENCE ET MON CŒUR, ET TROUVAIS AU MOYEN DE L'UN ET DE L'AUTRE TOUT CE QU'IL FALLAIT POUR y répondre. Souvent forcée pa","(123244, 123749)","(76, 272)"
