,Text in Sade_Justine,Text in B,Location in Sade_Justine,Location in B
Sade_Infortunes_600,"aliers qui foulaient un homme AUX PIEDS DE LEURS CHEVAUX, ET QUI, APRÈS L'AVOIR LAISSÉ COMME MORT, SE SAUVÈRENT À BRIDE ABATTUE ; CE SPECTACLE AFFREUX M'ATTENDRIT JUSQU'AUX LARMES. HÉLAS ME DIS-JE, VOILÀ UN HOMME PLUS à plaindre que moi ; il me re","qui en foulaient un troisième AUX PIEDS DE LEURS CHEVAUX, ET QUI APRÈS L'AVOIR LAISSÉ COMME MORT SE SAUVÈRENT À TOUTES BRIDES. CE SPECTACLE AFFREUX M'ATTENDRIT JUSQU'AUX LARMES... HÉLAS, ME DIS-JE, VOILÀ UN INFORTUNÉ PLUS à plaindre encore que moi ; i","(472671, 472858)","(81, 269)"
Sade_Infortunes_601,"oilà un homme plus à plaindre QUE MOI ; IL ME RESTE AU MOINS LA SANTÉ ET LA FORCE, JE PUIS GAGNER MA VIE, ET si ce malheureux n'est pas ri","ortuné plus à plaindre encore QUE MOI ; IL ME RESTE AU MOINS LA SANTÉ ET LA FORCE, JE PUIS GAGNER MA VIE, ET s'il n'est pas riche, qu'il s","(472870, 472948)","(81, 269)"
Sade_Infortunes_602,"e malheureux n'est pas riche, QUE VA-T-IL DEVENIR ? 
A QUELQUE POINT QUE J'EUSSE DÛ ME DÉFENDRE des mouvements de la commisér"," pour le reste de ses jours. 
QUE VA-T-IL DEVENIR ? A QUELQUE POINT QUE J'EUSSE DÛ ME DÉFENDRE de ces sentiments de commisér","(472983, 473048)","(81, 269)"
Sade_Infortunes_603,". Ces premiers soins remplis, JE LUI DONNE À BOIRE UN PEU DE VIN ; cet infortuné a tout à fait"," quelques-unes de ses plaies, JE LUI DONNE À BOIRE UN PEU DE VIN dont je portais une légère pr","(473653, 473687)","(81, 269)"
Sade_Infortunes_604,"rve et je le distingue mieux. QUOIQUE À PIED, ET DANS UN ÉQUIPAGE ASSEZ LESTE, IL NE PARAISSAIT POURTANT PAS DANS LA MÉDIOCRITÉ, IL AVAIT QUELQUES EFFETS DE PRIX, DES BAGUES, UNE MONTRE, des boîtes, mais tout cela f","p ses forces et son courage ; QUOIQUE À PIED ET DANS UN ÉQUIPAGE ASSEZ LESTE, IL NE PARAISSAIT POURTANT POINT DANS LA MÉDIOCRITÉ, IL AVAIT QUELQUES EFFETS DE PRIX, DES BAGUES, UNE MONTRE, et autres bijoux, mais fort ","(473775, 473930)","(81, 269)"
Sade_Infortunes_605,"e, des boîtes, mais tout cela FORT ENDOMMAGÉ DE SON AVENTURE. IL ME DEMANDE, DÈS QU'IL PEUT PARLER, QUEL EST L'ANGE BIENFAISANT QUI LUI APPORTE CE SECOURS, ET CE QU'IL PEUT FAIRE pour lui en témoigner sa grat","ontre, et autres bijoux, mais FORT ENDOMMAGÉS DE SON AVENTURE. IL ME DEMANDE ENFIN, DÈS QU'IL PEUT PARLER, QUEL EST L'ANGE BIENFAISANT QUI LUI APPORTE DU SECOURS, ET CE QU'IL PEUT FAIRE pour en témoigner sa gratitud","(473959, 474107)","(81, 269)"
Sade_Infortunes_606,"ienfaisant qui lui apporte ce SECOURS, ET CE QU'IL PEUT FAIRE POUR LUI EN TÉMOIGNER SA GRATITUDE. AYANT ENCORE LA SIMPLICITÉ DE CROIRE QU'UNE ÂME ENCHAÎNÉE PAR LA RECONNAISSANCE DEVAIT ÊTRE À MOI SANS RETOUR, JE CROIS POUVOIR JOUIR EN SÛRETÉ DU DOUX PLAISIR DE FAIRE PARTAGER MES PLEURS À CELUI QUI VIENT D'EN VERSER DANS MES BRAS : je l'instruis de mes revers","ienfaisant qui lui apporte du SECOURS, ET CE QU'IL PEUT FAIRE POUR EN TÉMOIGNER SA GRATITUDE. AYANT ENCORE LA BONHOMIE DE CROIRE QU'UNE ÂME ENCHAÎNÉE PAR LA RECONNAISSANCE DEVAIT ÊTRE À MOI SANS RETOUR, JE CROIS POUVOIR JOUIR EN SÛRETÉ DU DOUX PLAISIR DE FAIRE PARTAGER MES PLEURS À CELUI QUI VIENT D'EN VERSER DANS MES BRAS, je lui raconte toutes mes av","(474076, 474376)","(81, 269)"
Sade_Infortunes_607,"e. Ayant encore la simplicité DE CROIRE QU'UNE ÂME ENCHAÎNÉE PAR LA RECONNAISSANCE DEVAIT ÊTRE À MOI SANS RETOUR, JE CROIS POUVOIR JOUIR EN SÛRETÉ DU DOUX PLAISIR DE FAIRE PARTAGER MES PLEURS À CELUI QUI VIENT D'EN VERSER DANS MES BRAS : JE L'INSTRUIS DE MES REVERS, IL LES ÉCOUTE AVEC INTÉRÊT, ET QUAND J'AI FINI PAR LA DERNIÈRE CATASTROPHE QUI VIENT DE M'ARRIVER, DONT LE RÉCIT LUI FAIT VOIR L'ÉTAT de misère où je me trouve : -","ude. Ayant encore la bonhomie DE CROIRE QU'UNE ÂME ENCHAÎNÉE PAR LA RECONNAISSANCE DEVAIT ÊTRE À MOI SANS RETOUR, JE CROIS POUVOIR JOUIR EN SÛRETÉ DU DOUX PLAISIR DE FAIRE PARTAGER MES PLEURS À CELUI QUI VIENT D'EN VERSER DANS MES BRAS, JE LUI RACONTE TOUTES MES AVENTURES, IL LES ÉCOUTE AVEC INTÉRÊT ET QUAND J'AI FINI PAR LA DERNIÈRE CATASTROPHE QUI VIENT DE M'ARRIVER, DONT LE RÉCIT LUI FAIT VOIR L'ÉTAT cruel de misère dans lequel j","(474171, 474541)","(81, 269)"
Sade_Infortunes_608,"fait voir l'état de misère où JE ME TROUVE : --QUE JE SUIS HEUREUX, S'ÉCRIE-T-IL, DE POUVOIR AU MOINS RECONNAÎTRE TOUT CE QUE VOUS VENEZ DE FAIRE POUR MOI JE M'APPELLE ROLAND, CONTINUE CET AVENTURIER, JE POSSÈDE UN FORT BEAU CHÂTEAU DANS LA MONTAGNE, À QUINZE LIEUES D'ICI, JE vous invite à m'y suivre ; et","t cruel de misère dans lequel JE ME TROUVE : --QUE JE SUIS HEUREUX, S'ÉCRIE-T-IL, DE POUVOIR AU MOINS RECONNAÎTRE TOUT CE QUE VOUS VENEZ DE FAIRE POUR MOI JE M'APPELLE DALVILLE, CONTINUE CET AVENTURIER, JE POSSÈDE UN FORT BEAU CHÂTEAU DANS LES MONTAGNES À QUINZE LIEUES D'ICI ; JE vous y propose une retraite s","(474555, 474801)","(81, 269)"
Sade_Infortunes_609," pour que cette proposition n'ALARME POINT VOTRE DÉLICATESSE, JE VAIS VOUS EXPLIQUER TOUT DE SUITE À QUOI VOUS ME SEREZ UTILE. JE SUIS garçon, mais j'ai une sœur qu","re, et pour que cette offre n'ALARME POINT VOTRE DÉLICATESSE, JE VAIS VOUS EXPLIQUER TOUT DE SUITE À QUOI VOUS ME SEREZ UTILE. JE SUIS marié, ma femme a besoin près","(474861, 474965)","(81, 269)"
Sade_Infortunes_610,"e qui remplissait cet emploi, JE VOUS OFFRE SA PLACE. 
JE REMERCIAI mon protecteur, et pris la li","ernièrement un mauvais sujet, JE VOUS OFFRE SA PLACE. 
JE REMERCIAI humblement mon protecteur et ","(475175, 475212)","(81, 269)"
Sade_Infortunes_611,"ecteur, et pris la liberté de LUI DEMANDER PAR QUEL HASARD UN HOMME COMME lui s'exposait à voyager sans", humblement mon protecteur et LUI DEMANDAI PAR QUEL HASARD UN HOMME COMME il me paraissait être se hasa,"(475251, 475294)","(81, 269)"
Sade_Infortunes_612,"e lui arriver, à être molesté PAR DES FRIPONS. 
--UN PEU REPLET, JEUNE ET VIGOUREUX, JE SUIS DEPUIS PLUSIEURS ANNÉES, ME DIT ROLAND, DANS L'HABITUDE DE VENIR DE CHEZ MOI À VIENNE DE CETTE MANIÈRE. MA SANTÉ ET MA BOURSE Y GAGNENT : CE N'EST PAS que je sois dans le cas de pr","e lui arriver, à être malmené PAR DES FRIPONS. 
--UN PEU REPLET, JEUNE, ET VIGOUREUX, JE SUIS DEPUIS LONGTEMPS, ME DIT DALVILLE, DANS L'HABITUDE DE VENIR DE CHEZ MOI À VIENNE DE CETTE MANIÈRE ; MA SANTÉ ET MA BOURSE Y GAGNENT. 
CE N'EST PAS cependant que je sois dans le","(475389, 475602)","(81, 269)"
Sade_Infortunes_613,"urse y gagnent : ce n'est pas QUE JE SOIS DANS LE CAS DE PRENDRE GARDE À LA DÉPENSE, CAR je suis riche ; vous en verre","nent. 
Ce n'est pas cependant QUE JE SOIS DANS LE CAS DE PRENDRE GARDE À LA DÉPENSE, CAR Dieu merci je suis riche et v","(475603, 475661)","(81, 269)"
Sade_Infortunes_614,"iche ; vous en verrez bientôt LA PREUVE, SI VOUS ME FAITES L'AMITIÉ DE VENIR CHEZ MOI ; mais l'économie ne gâte jam",t vous en verrez incessamment LA PREUVE SI VOUS ME FAITES L'AMITIÉ DE VENIR CHEZ MOI. Ces deux hommes auxquels vou,"(475701, 475756)","(81, 269)"
Sade_Infortunes_615,"tillâtres du canton, à qui je GAGNAI CENT LOUIS LA SEMAINE PASSÉE, DANS UNE MAISON, À VIENNE ; JE ME CONTENTAI DE LEUR PAROLE, JE LES RENCONTRE AUJOURD'HUI, JE LEUR DEMANDE mon dû, et voilà comme ils me","à-dire deux escrocs ; je leur GAGNAI CENT LOUIS LA SEMAINE PASSÉE DANS UNE MAISON À VIENNE ; BIEN ÉLOIGNÉS D'EN AVOIR À EUX DEUX LA TRENTIÈME PARTIE, JE ME CONTENTAI DE LEUR PAROLE, JE LES RENCONTRE AUJOURD'HUI, JE LEUR DEMANDE ce qu'ils me doivent... et vo","(475892, 476034)","(81, 269)"
Sade_Infortunes_616," 
Je déplorais avec cet homme LE DOUBLE MALHEUR DONT IL ÉTAIT VICTIME, LORSQU'IL ME PROPOSA DE NOUS REMETTRE EN ROUTE : --JE ME SENS UN PEU MIEUX, GRÂCE À VOS SOINS, ME DIT ROLAND ; LA NUIT S'APPROCHE, GAGNONS une maison qui doit être à de"," avec cet honnête gentilhomme LE DOUBLE MALHEUR DONT IL ÉTAIT VICTIME, LORSQU'IL ME PROPOSA DE NOUS REMETTRE EN ROUTE. 
--JE ME SENS UN PEU MIEUX, GRÂCE À VOS SOINS, DIT DALVILLE ; LA NUIT S'APPROCHE, GAGNONS un logis distant d'environ de","(476104, 476283)","(81, 269)"
Sade_Infortunes_617,"deux lieues d'ici ; moyennant LES CHEVAUX QUE NOUS Y PRENDRONS DEMAIN, NOUS POURRONS ARRIVER CHEZ MOI LE MÊME SOIR. 
ABSOLUMENT DÉCIDÉE À PROFITER DES SECOURS QUE LE CIEL SEMBLAIT M'ENVOYER, j'aide Roland à se mettre en","x lieues d'ici, d'où moyen en LES CHEVAUX QUE NOUS Y PRENDRONS DEMAIN MATIN, NOUS POURRONS PEUT-ÊTRE ARRIVER CHEZ MOI LE MÊME SOIR. 
ABSOLUMENT DÉCIDÉE À PROFITER DU SECOURS QUE LE CIEL SEMBLAIT M'ENVOYER, j'aide à Dalville à se remet","(476341, 476500)","(81, 269)"
Sade_Infortunes_618,"lument décidée à profiter des SECOURS QUE LE CIEL SEMBLAIT M'ENVOYER, J'AIDE ROLAND À SE METTRE EN MARCHE, JE LE SOUTIENS PENDANT LA ROUTE, ET nous trouvons effectivement à","olument décidée à profiter du SECOURS QUE LE CIEL SEMBLAIT M'ENVOYER, J'AIDE À DALVILLE À SE REMETTRE EN MARCHE, JE LE SOUTIENS PENDANT LA ROUTE, ET quittant absolument tout chem","(476462, 476574)","(81, 269)"
Sade_Infortunes_619,"ande à la maîtresse du logis, ET LE LENDEMAIN, SUR DEUX MULES DE LOUAGE QU'ESCORTAIT UN VALET DE L'AUBERGE, NOUS GAGNONS LA FRONTIÈRE DU DAUPHINÉ, NOUS DIRIGEANT TOUJOURS VERS LES MONTAGNES. La traite étant trop longue ","e fait coucher auprès d'elle, ET LE LENDEMAIN SUR DEUX MULES DE LOUAGE QU'ESCORTAIT UN VALET DE L'AUBERGE À PIED, NOUS GAGNONS LES FRONTIÈRES DU DAUPHINÉ, NOUS DIRIGEANT TOUJOURS VERS LES MONTAGNES. Dalville très maltraité ne p","(476756, 476915)","(81, 269)"
Sade_Infortunes_620,"gue pour la faire en un jour, NOUS NOUS ARRÊTÂMES À VIRIEU, OÙ J'ÉPROUVAI LES MÊMES SOINS, les mêmes égards de mon patr",is également très incommodée. NOUS NOUS ARRÊTÂMES À VIRIEU OÙ J'ÉPROUVAI LES MÊMES SOINS et les mêmes honnêtetés de mo,"(476971, 477030)","(81, 269)"
Sade_Infortunes_621," patron, et le jour d'ensuite NOUS CONTINUÂMES NOTRE MARCHE TOUJOURS DANS LA MÊME DIRECTION. SUR LES QUATRE HEURES DU SOIR, NOUS ARRIVÂMES AU PIED DES MONTAGNES : LÀ, LE CHEMIN DEVENANT PRESQUE IMPRATICABLE, ROLAND RECOMMANDA AU MULETIER DE NE PAS ME QUITTER DE PEUR D'ACCIDENT, ET NOUS pénétrâmes dans les gorges. N","de mon guide, et le lendemain NOUS CONTINUÂMES NOTRE MARCHE TOUJOURS DANS LA MÊME DIRECTION. SUR LES QUATRE HEURES DU SOIR, NOUS ARRIVÂMES AU PIED DES MONTAGNES ; LÀ LE CHEMIN DEVENANT PRESQUE IMPRATICABLE, DALVILLE RECOMMANDA AU MULETIER DE NE PAS ME QUITTER DE PEUR D'ACCIDENT, ET NOUS nous enfilâmes dans les gorge","(477085, 477341)","(81, 269)"
Sade_Infortunes_622,"'accident, et nous pénétrâmes DANS LES GORGES. NOUS NE FÎMES QUE TOURNER, MONTER ET DESCENDRE PENDANT PLUS DE QUATRE LIEUES, ET NOUS AVIONS ALORS TELLEMENT QUITTÉ TOUTE HABITATION ET TOUT chemin frayé, que je me crus ","ident, et nous nous enfilâmes DANS LES GORGES ; NOUS NE FÎMES QUE TOURNER ET MONTER PRÈS DE QUATRE LIEUES, ET NOUS AVIONS ALORS TELLEMENT QUITTÉ TOUTE HABITATION ET TOUTE route humaine, que je me crus","(477353, 477510)","(81, 269)"
Sade_Infortunes_623,"itation et tout chemin frayé, QUE JE ME CRUS AU BOUT DE L'UNIVERS. UN PEU D'INQUIÉTUDE VINT ME SAISIR MALGRÉ MOI ; Roland ne put s'empêcher de","ation et toute route humaine, QUE JE ME CRUS AU BOUT DE L'UNIVERS. UN PEU D'INQUIÉTUDE VINT ME SAISIR MALGRÉ MOI. En m'égarant ici dans les ro","(477525, 477607)","(81, 269)"
Sade_Infortunes_624,"ilà ma maison, me dit Roland, DÈS QU'IL CRUT QUE LE CHÂTEAU AVAIT FRAPPÉ MES REGARDS. 
ET SUR CE QUE JE LUI TÉMOIGNAIS MON ÉTONNEMENT DE LE VOIR HABITER UNE TELLE SOLITUDE : --C'est ce qui me convient,","n habitation, me dit Dalville DÈS QU'IL CRUT QUE LE CHÂTEAU AVAIT FRAPPÉ MES REGARDS, ET SUR CE QUE JE LUI TÉMOIGNAI MON ÉTONNEMENT DE LE VOIR HABITER UNE TELLE SOLITUDE, il me répondit assez brusque","(478143, 478284)","(81, 269)"
Sade_Infortunes_625,"ponse redoubla mes craintes : RIEN N'ÉCHAPPE DANS LE MALHEUR ; UN MOT, UNE INFLEXION PLUS OU MOINS PRONONCÉE CHEZ CEUX DE QUI NOUS DÉPENDONS, ÉTOUFFE OU RANIME L'ESPOIR ; mais n'étant plus à même de"," choquée qu'effrayée du ton ; RIEN N'ÉCHAPPE DANS LE MALHEUR, UNE INFLEXION PLUS OU MOINS PRONONCÉE CHEZ CEUX DE QUI NOUS DÉPENDONS ÉTOUFFE OU RANIME L'ESPOIR ; cependant comme il n'était ","(478386, 478524)","(81, 269)"
Sade_Infortunes_626,"i différent, je me contins. A FORCE DE TOURNER, CETTE ANTIQUE MASURE SE TROUVA TOUT À COUP EN FACE DE NOUS : un quart de lieue tout au p","is semblant de rien. Encore à FORCE DE TOURNER CETTE ANTIQUE MASURE, ELLE SE TROUVA TOUT À COUP EN FACE DE NOUS ; là Dalville descendit de sa","(478600, 478676)","(81, 269)"
Sade_Infortunes_627,"s en séparait encore ; Roland DESCENDIT DE SA MULE, ET M'AYANT DIT D'EN FAIRE AUTANT, IL LES RENDIT TOUTES DEUX AU VALET, LE PAYA ET LUI ORDONNA DE S'EN RETOURNER. Ce nouveau procédé me déplut","en face de nous ; là Dalville DESCENDIT DE SA MULE ET M'AYANT DIT D'EN FAIRE AUTANT, IL LES RENDIT TOUTES DEUX AU VALET, LE PAYA ET LUI ORDONNA DE S'EN RETOURNER, autre cérémonie qui me déplu","(478743, 478875)","(81, 269)"
Sade_Infortunes_628,"me dit-il, en nous acheminant VERS SON HABITATION ; VOUS N'ÊTES POINT HORS DE FRANCE ; CE CHÂTEAU EST SUR LES FRONTIÈRES DU DAUPHINÉ, IL DÉPEND DE GRENOBLE. 
--SOIT, MONSIEUR, RÉPONDIS-JE ; MAIS COMMENT vous est-il venu dans l'espri","-il en nous acheminant à pied VERS SON HABITATION, VOUS N'ÊTES POINT HORS DE FRANCE, CE CHÂTEAU EST SUR LES FRONTIÈRES DU DAUPHINÉ, MAIS IL EN DÉPEND TOUJOURS. 
--SOIT, MONSIEUR, RÉPONDIS-JE, MAIS COMMENT peut-il vous être venu dans l","(478993, 479165)","(81, 269)"
Sade_Infortunes_629,"je ; mais comment vous est-il VENU DANS L'ESPRIT DE VOUS FIXER DANS UN TEL COUPE-GORGE ? 
--C'est que ceux qui l'hab","ais comment peut-il vous être VENU DANS L'ESPRIT DE VOUS FIXER DANS UN TEL COUPE-GORGE ? 
--Oh coupe-gorge, non, me ","(479178, 479234)","(81, 269)"
Sade_Infortunes_630,"eur, lui dis-je en tremblant, VOUS ME FAITES FRÉMIR, OÙ ME MENEZ-VOUS DONC ? 
--JE TE MÈNE SERVIR DES FAUX-MONNAYEURS dont je suis le chef, rugi di"," 
--Ah monsieur, répondis-je, VOUS ME FAITES FRÉMIR, OÙ ME MENEZ-VOUS DONC ? 
--JE TE MÈNE SERVIR DES FAUX-MONNAYEURS, catin, me dit Dalville, en m","(479432, 479519)","(81, 269)"
Sade_Infortunes_631,"uis le chef, rugi dit Roland, EN ME SAISISSANT PAR LE BRAS ET ME FAISANT TRAVERSER DE FORCE UN PETIT PONT QUI S'ABAISSA À NOTRE ARRIVÉE ET SE RELEVA TOUT de suite après. Vois-tu ce pu","eurs, catin, me dit Dalville, EN ME SAISISSANT PAR LE BRAS, ET ME FAISANT TRAVERSER DE FORCE UN PONT-LEVIS QUI S'ABAISSA À NOTRE ARRIVÉE ET SE RELEVA TOUT aussitôt. T'y voilà, ajouta-t","(479559, 479682)","(81, 269)"
Sade_Infortunes_632,"e releva tout de suite après. VOIS-TU CE PUITS ? CONTINUA-T-IL, DÈS QUE NOUS FÛMES ENTRÉS, EN ME MONTRANT UNE GRANDE ET PROFONDE grotte située au fond de la c","que nous fûmes dans la cour ; VOIS-TU CE PUITS ? CONTINUA-T-IL EN ME MONTRANT UNE GRANDE ET PROFONDE citerne avoisinant la porte, ","(479699, 479797)","(81, 269)"
Sade_Infortunes_633,"au fond de la cour, où quatre FEMMES NUES ET ENCHAÎNÉES FAISAIENT MOUVOIR UNE ROUE ; VOILÀ TES COMPAGNES, ET VOILÀ TA BESOGNE, moyennant que tu travaillera","voisinant la porte, dont deux FEMMES NUES ET ENCHAÎNÉES FAISAIENT MOUVOIR LA ROUE QUI VERSAIT DE L'EAU DANS UN RÉSERVOIR. VOILÀ TES COMPAGNES, ET VOILÀ TA BESOGNE ; moyen en que tu travaillera","(479842, 479937)","(81, 269)"
Sade_Infortunes_634,"il me plaira de te soumettre, IL TE SERA ACCORDÉ SIX ONCES DE PAIN NOIR ET UN PLAT DE FÈVES PAR JOUR ; POUR TA LIBERTÉ, RENONCES-Y ; TU NE L'AURAS JAMAIS. QUAND TU SERAS MORTE À LA PEINE, ON TE JETTERA DANS CE TROU QUE TU VOIS À CÔTÉ DU PUITS, avec soixante ou quatre-ving","ue fois que tu te relâcheras, IL TE SERA ACCORDÉ SIX ONCES DE PAIN NOIR ET UN PLAT DE FÈVES PAR JOUR. POUR TA LIBERTÉ, RENONCES-Y, TU NE REVERRAS JAMAIS LE CIEL ; QUAND TU SERAS MORTE À LA PEINE, ON TE JETTERA DANS CE TROU QUE TU VOIS À CÔTÉ DU PUITS, par-dessus trente ou quarant","(480111, 480323)","(81, 269)"
Sade_Infortunes_635,"ouvelle. 
--Oh grand Dieu, m'éCRIAI-JE EN ME JETANT AUX PIEDS DE ROLAND, DAIGNEZ VOUS RAPPELER, MONSIEUR, QUE JE VOUS AI SAUVÉ LA VIE ; QU'UN INSTANT ÉMU PAR LA RECONNAISSANCE, VOUS SEMBLÂTES M'OFFRIR LE BONHEUR, ET QUE c'est en me précipitant dans ",". 
--Juste ciel, monsieur, m'éCRIAI-JE EN ME JETANT AUX PIEDS DE DALVILLE, DAIGNEZ VOUS RAPPELER QUE JE VOUS AI SAUVÉ LA VIE, QU'UN INSTANT ÉMU PAR LA RECONNAISSANCE VOUS SEMBLÂTES M'OFFRIR LE BONHEUR, ET QUE ce n'était pas à cela que je ","(480467, 480656)","(81, 269)"
Sade_Infortunes_636,"er au fond de votre cœur ? 
--QU'ENTENDS-TU, JE TE PRIE, PAR CE SENTIMENT DE RECONNAISSANCE DONT TU T'IMAGINES M'AVOIR CAPTIVÉ ? DIT ROLAND. RAISONNE MIEUX, CHÉTIVE CRÉATURE ; QUE FAISAIS-TU QUAND TU vins à mon secours ? Entre la"," que je devais m'attendre. 
--QU'ENTENDS-TU, JE TE PRIE, PAR CE SENTIMENT DE RECONNAISSANCE DONT TU T'IMAGINES M'AVOIR CAPTIVÉ, DIT DALVILLE, RAISONNE DONC MIEUX, CHÉTIVE CRÉATURE, QUE FAISAIS-TU QUAND TU m'as secouru ? Entre la possi","(480849, 481018)","(81, 269)"
Sade_Infortunes_637,"quand tu vins à mon secours ? ENTRE LA POSSIBILITÉ DE SUIVRE TON CHEMIN ET CELLE DE VENIR avec moi, n'as-tu pas choisi ","is-tu quand tu m'as secouru ? ENTRE LA POSSIBILITÉ DE SUIVRE TON CHEMIN ET CELLE DE VENIR à moi, tu choisis la dernière","(481040, 481099)","(81, 269)"
Sade_Infortunes_638,"vement inspiré par ton cœur ? TU TE LIVRAIS DONC À UNE JOUISSANCE ? PAR OÙ DIABLE PRÉTENDS-TU QUE JE SOIS OBLIGÉ DE TE RÉCOMPENSER DES PLAISIRS QUE TU TE DONNES ? ET COMMENT TE VINT-IL JAMAIS DANS L'ESPRIT QU'UN HOMME qui, comme moi, nage dans l'o",t que ton cœur t'inspirait... TU TE LIVRAIS DONC À UNE JOUISSANCE ? PAR OÙ DIABLE PRÉTENDS-TU QUE JE SOIS OBLIGÉ DE TE RÉCOMPENSER DES PLAISIRS QUE TU T'ES DONNÉS ET COMMENT TE VINT-IL JAMAIS DANS L'ESPRIT QU'UN HOMME comme moi qui nage dans l'or ,"(481182, 481369)","(81, 269)"
Sade_Infortunes_639,"nage dans l'or et l'opulence, DAIGNE S'ABAISSER À DEVOIR QUELQUE CHOSE À UNE MISÉRABLE DE TON ESPÈCE ? M'EUSSES-TU RENDU LA VIE, JE NE TE DEVRAIS RIEN, DÈS QUE TU N'AS AGI QUE POUR TOI : AU TRAVAIL, ESCLAVE, AU TRAVAIL APPRENDS QUE LA CIVILISATION, EN BOULEVERSANT LES PRINCIPES DE LA NATURE, NE LUI ENLÈVE POURTANT POINT SES DROITS ; ELLE CRÉA DANS L'ORIGINE DES ÊTRES FORTS ET DES ÊTRES faibles, avec l'intention que","enise pour en jouir à l'aise, DAIGNE S'ABAISSER À DEVOIR QUELQUE CHOSE À UNE MISÉRABLE DE TON ESPÈCE ? M'EUSSES-TU RENDU LA VIE, JE NE TE DEVRAIS RIEN DÈS QUE TU N'AS TRAVAILLÉ QUE POUR TOI. AU TRAVAIL, ESCLAVE, AU TRAVAIL APPRENDS QUE LA CIVILISATION, EN BOULEVERSANT LES INSTITUTIONS DE LA NATURE, NE LUI ENLEVA POURTANT POINT SES DROITS ; ELLE CRÉA DANS L'ORIGINE DES ÊTRES FORTS ET DES ÊTRES faibles, son intention fut qu","(481416, 481774)","(81, 269)"
Sade_Infortunes_640,"en bouleversant les principes DE LA NATURE, NE LUI ENLÈVE POURTANT POINT SES DROITS ; ELLE CRÉA DANS L'ORIGINE DES ÊTRES FORTS ET DES ÊTRES FAIBLES, AVEC L'INTENTION QUE CEUX-CI FUSSENT TOUJOURS SUBORDONNÉS AUX AUTRES ; l'adresse, l'intelligence d","bouleversant les institutions DE LA NATURE, NE LUI ENLEVA POURTANT POINT SES DROITS ; ELLE CRÉA DANS L'ORIGINE DES ÊTRES FORTS ET DES ÊTRES FAIBLES, SON INTENTION FUT QUE CEUX-CI FUSSENT TOUJOURS SUBORDONNÉS AUX AUTRES comme l'agneau l'est toujours","(481665, 481852)","(81, 269)"
Sade_Infortunes_641,"nés aux autres ; l'adresse, l'INTELLIGENCE DE L'HOMME VARIÈRENT LA POSITION DES INDIVIDUS, CE NE FUT PLUS LA FORCE PHYSIQUE QUI DÉTERMINA LES RANGS, CE FUT celle de l'or ; l'homme le pl","à l'éléphant ; l'adresse et l'INTELLIGENCE DE L'HOMME VARIÈRENT LA POSITION DES INDIVIDUS ; CE NE FUT PLUS LA FORCE PHYSIQUE QUI DÉTERMINA LE RANG, CE FUT celle qu'il acquit par ses ri","(481868, 481993)","(81, 269)"
Sade_Infortunes_642," l'homme le plus riche devint LE PLUS FORT, LE PLUS PAUVRE DEVINT LE PLUS FAIBLE ; À CELA PRÈS DES MOTIFS QUI FONDAIENT LA PUISSANCE, LA PRIORITÉ DU FORT fut toujours dans les lois de"," le plus riche devint l'homme LE PLUS FORT, LE PLUS PAUVRE DEVINT LE PLUS FAIBLE, MAIS À CELA PRÈS DES MOTIFS QUI FONDAIENT LA PUISSANCE, LA PRIORITÉ DU FORT sur le faible fut toujours da","(482039, 482162)","(81, 269)"
Sade_Infortunes_643,"uissance, la priorité du fort FUT TOUJOURS DANS LES LOIS DE LA NATURE, À QUI IL DEVENAIT ÉGAL QUE LA CHAÎNE QUI CAPTIVAIT LE FAIBLE FÛT TENUE PAR LE PLUS RICHE OU PAR LE PLUS VIGOUREUX, ET QU'ELLE ÉCRASÂT LE PLUS FAIBLE OU BIEN LE PLUS PAUVRE. MAIS CES MOUVEMENTS DE reconnaissance dont tu veux m","riorité du fort sur le faible FUT TOUJOURS DANS LES LOIS DE LA NATURE À QUI IL DEVENAIT ÉGAL QUE LA CHAÎNE QUI CAPTIVAIT LE FAIBLE FÛT TENUE PAR LE PLUS RICHE OU PAR LE PLUS FORT, ET QU'ELLE ÉCRASÂT LE PLUS FAIBLE OU BIEN LE PLUS PAUVRE. MAIS CES SENTIMENTS DE reconnaissance que tu réclame","(482163, 482399)","(81, 269)"
Sade_Infortunes_644,"elle les méconnaît, Thérèse ; IL NE FUT JAMAIS DANS SES LOIS QUE LE PLAISIR OÙ L'UN SE LIVRAIT EN OBLIGEANT DEVÎNT UN MOTIF POUR CELUI QUI RECEVAIT DE SE RELÂCHER DE SES DROITS SUR L'AUTRE. VOIS-TU CHEZ LES ANIMAUX, QUI NOUS SERVENT D'EXEMPLES, CES SENTIMENTS QUE tu réclames ? Lorsque je te d"," Sophie, elle les méconnaît ; IL NE FUT JAMAIS DANS SES LOIS QUE LE PLAISIR OÙ L'ON SE LIVRAIT EN OBLIGEANT DEVÎNT UN MOTIF POUR CELUI QUI RECEVAIT DE SE RELÂCHER DE SES DROITS SUR L'AUTRE. VOIS-TU CHEZ LES ANIMAUX QUI NOUS SERVENT D'EXEMPLE CES SENTIMENTS DONT tu te targues ? Lorsque je te","(482481, 482714)","(81, 269)"
