,Text in Sade_Infortunes,Text in B,Location in Sade_Infortunes,Location in B
Sade_Justine_67,"sirs qui me sont si chers... 
ILS S'APPROCHENT, ILS SE PLACENT TELLEMENT EN FACE DE MOI QU'AUCUN DE LEURS PROPOS... AUCUN DE LEURS MOUVEMENTS NE PEUT M'ÉCHAPPER, ET JE VOIS... 
JUSTE CIEL, MADAME, DIT SOPHIE EN S'INTERROMPANT, EST-IL POSSIBLE QUE LE SORT NE M'AIT JAMAIS PLACÉE QUE DANS DES SITUATIONS SI CRITIQUES QU'IL DEVIENNE AUSSI DIFFICILE À LA pudeur de les entendre que de","laisirs qui me sont si doux. 
ILS S'APPROCHENT, ILS SE PLACENT TELLEMENT EN FACE DE MOI, QU'AUCUN DE LEURS PROPOS, AUCUN DE LEURS MOUVEMENTS NE PEUT M'ÉCHAPPER, ET JE VOIS... JUSTE CIEL, MADAME, DIT THÉRÈSE, EN S'INTERROMPANT, EST-IL POSSIBLE QUE LE SORT NE M'AIT JAMAIS PLACÉE QUE DANS DES SITUATIONS SI CRITIQUES, QU'IL DEVIENNE AUSSI DIFFICILE À LA vertu d'en entendre les récit","(54875, 55195)","(108391, 108712)"
Sade_Justine_68,"s acteurs qui la composaient, RASSASIÉS SANS DOUTE, SE LEVÈRENT POUR REGAGNER LE CHEMIN QUI DEVAIT LES CONDUIRE CHEZ EUX, LORSQUE LE MAÎTRE S'APPROCHA DU BUISSON QUI me recelait pour y satisfaire","urs de cette scène indécente, RASSASIÉS SANS DOUTE, SE LEVÈRENT POUR REGAGNER LE CHEMIN QUI DEVAIT LES CONDUIRE CHEZ EUX, LORSQUE LE MAÎTRE S'APPROCHE DU BUISSON QUI me recèle ; mon bonnet me tra","(56104, 56239)","(111345, 111480)"
Sade_Justine_69," tombant à leurs pieds : --Oh MESSIEURS, M'ÉCRIAI-JE EN ÉTENDANT LES BRAS VERS EUX, DAIGNEZ AVOIR PITIÉ D'UNE MALHEUREUSE DONT LE SORT EST PLUS À PLAINDRE QUE VOUS NE PENSEZ ; IL EST BIEN PEU DE REVERS QUI PUISSENT ÉGALER LES MIENS ; QUE LA SITUATION OÙ VOUS M'AVEZ TROUVÉE NE VOUS FASSE NAÎTRE AUCUN SOUPÇON SUR MOI, ELLE EST l'ouvrage de ma misère bien p","t tombant à leurs pieds : --Ô MESSIEURS M'ÉCRIAI-JE, EN ÉTENDANT LES BRAS VERS EUX, DAIGNEZ AVOIR PITIÉ D'UNE MALHEUREUSE DONT LE SORT EST PLUS À PLAINDRE QUE VOUS NE PENSEZ ; IL EST BIEN PEU DE REVERS QUI PUISSENT ÉGALER LES MIENS ; QUE LA SITUATION OÙ VOUS M'AVEZ TROUVÉE NE VOUS FASSE NAÎTRE AUCUN SOUPÇON SUR MOI ; ELLE EST la suite de ma misère, bien p","(56647, 56943)","(111819, 112116)"
Sade_Justine_70, des sens éteindre absolument LA PITIÉ DANS L'HOMME ; SON EFFET ORDINAIRE EST D'ENDURCIR ; SOIT QUE LA PLUS GRANDE PARTIE DE SES ÉCARTS NÉCESSITE une sorte d'apathie dans l'âm," voir le libertinage éteindre LA PITIÉ DANS L'HOMME ; SON EFFET ORDINAIRE EST D'ENDURCIR : SOIT QUE LA PLUS GRANDE PARTIE DE SES ÉCARTS NÉCESSITE l'apathie de l'âme, soit que ","(57450, 57565)","(112611, 112726)"
Sade_Justine_71,"nt mes liens, rhabillez-vous, SOYEZ DISCRÈTE ET SUIVEZ-NOUS ; SI VOUS VOUS ATTACHEZ À MOI, VOUS N'AUREZ PAS LIEU DE VOUS EN REPENTIR, mon enfant, il faut une seco","et m'ordonnant de m'habiller, SOYEZ DISCRÈTE ET SUIVEZ-NOUS : SI VOUS VOUS ATTACHEZ À MOI, VOUS N'AUREZ PAS LIEU DE VOUS EN REPENTIR. Il faut une seconde femme à ","(60703, 60805)","(115792, 115894)"
Sade_Justine_72,"e femme de chambre à ma mère, JE VAIS VOUS PRÉSENTER À ELLE... SUR LA FOI DE VOS RÉCITS JE VAIS LUI RÉPONDRE DE VOTRE CONDUITE, MAIS SI VOUS ABUSEZ DE MES BONTÉS, ou que vous trahissiez ma co","une seconde femme à ma tante, JE VAIS VOUS PRÉSENTER À ELLE, SUR LA FOI DE VOS RÉCITS ; JE VAIS LUI RÉPONDRE DE VOTRE CONDUITE ; MAIS SI VOUS ABUSEZ DE MES BONTÉS, si vous trahissiez ma confia","(60867, 60998)","(115934, 116066)"
Sade_Justine_73,"unèbre, souvenez-vous qu'il n'EST QU'À UNE LIEUE DU CHÂTEAU OÙ JE VOUS CONDUIS ET QU'À LA PLUS LÉGÈRE FAUTE VOUS Y SEREZ À L'INSTANT ramenée... 
Déjà rhabillée, à","vous que ce funeste endroit n'EST QU'À UNE LIEUE DU CHÂTEAU OÙ JE VOUS CONDUIS, ET QU'À LA PLUS LÉGÈRE FAUTE, VOUS Y SEREZ AUSSITÔT ramenée. 
A l'instant j'oubli","(61122, 61224)","(116309, 116410)"
Sade_Justine_74,"me de fort grande maison mais QUI L'AVAIT ÉPOUSÉE SANS AUTRE FORTUNE QUE LE BEAU NOM QU'IL LUI DONNAIT, TOUS LES BIENS QUE POUVAIT ESPÉRER le jeune marquis de Bressac d","ns de l'oncle du jeune comte, QUI L'AVAIT ÉPOUSÉE SANS AUTRE FORTUNE QUE LE BEAU NOM QU'IL LUI DONNAIT. TOUS LES BIENS QUE POUVAIT ESPÉRER M. de Bressac dépendaient de ","(62484, 62592)","(117575, 117683)"
Sade_Justine_75,tègre qu'il y ait en France ; IL NE S'AGIT QUE DE LUI PROUVER VOTRE INNOCENCE POUR ANÉANTIR TOUT CE QUI A ÉTÉ FAIT CONTRE VOUS et pour que vous puissiez rep,"ntègre qu'il y ait au monde ; IL NE S'AGIT QUE DE LUI PROUVER VOTRE INNOCENCE POUR ANÉANTIR TOUT CE QUI A ÉTÉ FAIT CONTRE VOUS. Mais réfléchissez bien, Thér","(64171, 64267)","(119281, 119377)"
Sade_Justine_76,"sirer, et toutes les idées de MALHEUR S'ÉVANOUIRENT ENFIN DE MON ESPRIT POUR N'ÊTRE PLUS REMPLACÉES QUE PAR L'ESPOIR DES PLUS DOUCES CONSOLATIONS QU'IL DÛT M'ÊTRE PERMIS D'ATTENDRE ; MAIS IL N'ÉTAIT pas écrit dans le ciel que la","mposé, et toutes les idées du MALHEUR S'ÉVANOUIRENT ENFIN DE MON ESPRIT, POUR N'ÊTRE PLUS REMPLACÉES QUE PAR L'ESPOIR DES PLUS DOUCES CONSOLATIONS QU'IL PÛT M'ÊTRE PERMIS D'ATTENDRE ; MAIS IL N'ÉTAIT pas arrangé dans le ciel que ","(64889, 65057)","(120008, 120177)"
Sade_Justine_77," le ciel que la pauvre Sophie DÛT JAMAIS ÊTRE HEUREUSE, ET SI QUELQUES MOMENTS DE CALME NAISSAIENT FORTUITEMENT POUR ELLE, CE N'ÉTAIT QUE POUR LUI RENDRE PLUS AMERS CEUX D'HORREUR QUI DEVAIENT LES SUIVRE. 
A PEINE FÛMES-NOUS À PARIS QUE MME DE BRESSAC S'EMPRESSA DE TRAVAILLER POUR MOI. LE PREMIER PRÉSIDENT VOULUT ME VOIR, IL ÉCOUTA mes malheurs avec intérêt, la","le ciel que la pauvre Thérèse DÛT JAMAIS ÊTRE HEUREUSE, ET SI QUELQUES MOMENTS DE CALME NAISSAIENT FORTUITEMENT POUR ELLE, CE N'ÉTAIT QUE POUR LUI RENDRE PLUS AMERS CEUX D'HORREUR QUI DEVAIENT LES SUIVRE. 
A PEINE FÛMES-NOUS À PARIS, QUE MME DE BRESSAC S'EMPRESSA DE TRAVAILLER POUR MOI : LE PREMIER PRÉSIDENT VOULUT ME VOIR ; IL ÉCOUTA le récit de mes malheurs avec","(65102, 65405)","(120225, 120531)"
Sade_Justine_78,"sé d'imaginer combien de tels PROCÉDÉS M'ATTACHAIENT À MME DE BRESSAC ; N'EÛT-ELLE PAS EU D'AILLEURS POUR MOI TOUTE SORTE DE BONTÉS, COMMENT DE PAREILLES DÉMARCHES NE M'EUSSENT-ELLES PAS LIÉE POUR JAMAIS À UNE PROTECTRICE AUSSI PRÉCIEUSE ? IL S'EN fallait bien pourtant que l'i","d'imaginer combien de pareils PROCÉDÉS M'ATTACHAIENT À MME DE BRESSAC ; N'EÛT-ELLE PAS EU, D'AILLEURS, POUR MOI TOUTES SORTES DE BONTÉS, COMMENT DE TELLES DÉMARCHES NE M'EUSSENT-ELLES PAS LIÉE POUR JAMAIS À UNE PROTECTRICE AUSSI PRÉCIEUSE ? IL S'EN fallait pourtant bien que l'i","(65788, 66005)","(121256, 121474)"
Sade_Justine_79,", que si je ne la harcelais à TOUT INSTANT, ELLE SE RESSOUVIENDRAIT À PEINE DES SOINS QU'ELLE VOUS A PROMIS ; ELLE VOUS FAIT VALOIR TOUS SES PAS, TANDIS QU'ILS n'ont été faits que par moi. ","que si je ne la persécutais à TOUT INSTANT, ELLE SE RESSOUVIENDRAIT À PEINE DES SOINS QU'ELLE VOUS A PROMIS. ELLE VOUS FAIT VALOIR TOUS SES PAS, TANDIS QU'ILS ne sont que mon seul ouvrage ","(66898, 67027)","(122964, 123092)"
Sade_Justine_80,"prétends... Non, Sophie, non, LES SERVICES QUE J'ATTENDS DE VOUS SONT D'UN TOUT AUTRE GENRE, ET QUAND VOUS SEREZ BIEN CONVAINCUE DE tout ce que j'ai fait pour vo","e je prétends ; non, Thérèse, LES SERVICES QUE J'ATTENDS DE VOUS SONT D'UN TOUT AUTRE GENRE, ET QUAND VOUS SEREZ BIEN CONVAINCUE DE ce que j'ai fait pour votre t","(67356, 67457)","(123394, 123495)"
Sade_Justine_81,"trouverai dans votre âme tout CE QUE JE SUIS EN DROIT D'EN ATTENDRE... 
CES DISCOURS ME PARAISSAIENT SI OBSCURS, QUE JE NE SAVAIS COMMENT Y RÉPONDRE ; JE LE FAISAIS POURTANT À TOUT HASARD ET PEUT-ÊTRE AVEC TROP DE FACILITÉ. 
C'est ici le moment de vous","e je trouverai dans votre âme CE QUE JE SUIS EN DROIT D'EN ATTENDRE. 
CES DISCOURS ME PARAISSAIENT SI OBSCURS QUE JE NE SAVAIS COMMENT Y RÉPONDRE : JE LE FAISAIS POURTANT À TOUT HASARD, ET PEUT-ÊTRE AVEC TROP DE FACILITÉ. Faut-il vous l'avouer ? Héla","(67537, 67729)","(123579, 123769)"
Sade_Justine_82,"ma vie... que dis-je un tort, UNE EXTRAVAGANCE QUI N'EUT JAMAIS RIEN D'ÉGAL... MAIS AU MOINS CE N'EST PAS UN CRIME, C'EST UNE SIMPLE ERREUR QUI N'A PUNI QUE MOI ET DONT IL NE ME PARAÎT PAS QUE LA MAIN ÉQUITABLE DU CIEL AIT DÛ SE SERVIR pour m'entraîner dans l'abîme","dis-je une faute ? une folie, UNE EXTRAVAGANCE... QUI N'EUT JAMAIS RIEN D'ÉGAL ; MAIS AU MOINS CE N'EST PAS UN CRIME, C'EST UNE SIMPLE ERREUR, QUI N'A PUNI QUE MOI, ET DONT IL NE PARAÎT POINT QUE LA MAIN ÉQUITABLE DU CIEL AIT DÛ SE SERVIR pour me plonger dans l'abîme ","(67857, 68062)","(124036, 124244)"
Sade_Justine_83,"res honteux qui le perdaient, MAIS IL LUI ÉTAIT IMPOSSIBLE POURTANT DE NE PAS SE DOUTER DU DÉSIR QUE J'AVAIS DE VOLER AU-DEVANT DE TOUT CE QUI POUVAIT LUI PLAIRE, IL NE SE POUVAIT PAS QU'IL N'ENTREVÎT MES PRÉVENANCES... TROP AVEUGLES SANS DOUTE, ELLES ALLAIENT JUSQU'AU POINT DE servir même ses erreurs autan","ue je versais journellement ; MAIS IL LUI ÉTAIT IMPOSSIBLE POURTANT DE NE PAS SE DOUTER DU DÉSIR QUE J'AVAIS DE VOLER AU-DEVANT DE TOUT CE QUI POUVAIT LUI PLAIRE ; IL NE SE POUVAIT PAS QU'IL N'ENTREVÎT MES PRÉVENANCES ; TROP AVEUGLES SANS DOUTE, ELLES ALLAIENT AU POINT DE servir ses erreurs, autant qu","(68875, 69123)","(124986, 125228)"
Sade_Justine_84,"m'avait en quelque façon valu SA CONFIANCE, ET TOUT CE QUI VENAIT DE LUI M'ÉTAIT SI PRÉCIEUX, JE M'AVEUGLAIS TELLEMENT SUR LE PEU QUE M'OFFRAIT SON CŒUR, QUE J'EUS QUELQUEFOIS L'ORGUEIL DE CROIRE QUE JE NE LUI ÉTAIS PAS INDIFFÉRENTE, MAIS COMBIEN L'EXCÈS DE SES DÉSORDRES ME DÉSABUSAIT PROMPTEMENT ILS ÉTAIENT TELS QUE non seulement la maison était","'avait en quelque façon gagné SA CONFIANCE, ET TOUT CE QUI VENAIT DE LUI M'ÉTAIT SI PRÉCIEUX, JE M'AVEUGLAI TELLEMENT SUR LE PEU QUE M'OFFRAIT SON CŒUR, QUE J'EUS QUELQUEFOIS LA FAIBLESSE DE CROIRE QUE JE NE LUI ÉTAIS PAS INDIFFÉRENTE. MAIS COMBIEN L'EXCÈS DE SES DÉSORDRES ME DÉSABUSAIT PROMPTEMENT ILS ÉTAIENT TELS QUE sa santé même en était altéré","(69301, 69589)","(125382, 125672)"
Sade_Justine_85,"berté de lui représenter tous LES INCONVÉNIENTS DE SA CONDUITE ; IL M'ÉCOUTAIT SANS RÉPUGNANCE, PUIS FINISSAIT PAR ME DIRE QU'ON NE SE CORRIGEAIT PAS DE L'ESPÈCE DE VICE qui le dominait, que reprodui","ois la liberté de lui peindre LES INCONVÉNIENTS DE SA CONDUITE, IL M'ÉCOUTAIT SANS RÉPUGNANCE, PUIS FINISSAIT PAR ME DIRE QU'ON NE SE CORRIGEAIT PAS DE L'ESPÈCE DE VICE qu'il chérissait. 
--Ah Thérè","(69989, 70128)","(125754, 125892)"
Sade_Justine_86,"olte la plus constatée contre LES SENTIMENTS DE LA NATURE. SERAIT-IL DONC VRAI QUE QUAND ON EST PARVENU À TRANSGRESSER AUSSI FORMELLEMENT DANS SES GOÛTS les lois de cet organe sacré,",la plus constatée contre tous LES SENTIMENTS DE LA NATURE. SERAIT-IL DONC VRAI QUE QUAND ON EST PARVENU À TRANSGRESSER AUSSI FORMELLEMENT DANS SES GOÛTS l'instinct sacré de cette loi,"(70720, 70842)","(129000, 129122)"
Sade_Justine_87,"cilité à commettre impunément TOUS LES AUTRES ? 
QUELQUEFOIS JE ME SERVAIS DES MOYENS DE LA RELIGION ; PRESQUE TOUJOURS CONSOLÉE PAR ELLE, J'ESSAYAIS DE FAIRE PASSER SES DOUCEURS DANS L'ÂME DE CE PERVERS, À PEU PRÈS SÛRE DE LE CAPTIVER par de tels liens si je parve"," penchant à commettre ensuite TOUS LES AUTRES ? 
QUELQUEFOIS JE ME SERVAIS DES MOYENS DE LA RELIGION ; PRESQUE TOUJOURS CONSOLÉE PAR ELLE, J'ESSAYAIS DE FAIRE PASSER SES DOUCEURS DANS L'ÂME DE CE PERVERS, À PEU PRÈS SÛRE DE LE CONTENIR par ces liens si je parvenais","(70962, 71167)","(129238, 129443)"
Sade_Justine_88,"c lui ; ennemi déclaré de nos SAINTS MYSTÈRES, FRONDEUR OPINIÂTRE DE LA PURETÉ DE NOS DOGMES, ANTAGONISTE OUTRÉ DE L'EXISTENCE D'UN ÊTRE SUPRÊME, M. DE BRESSAC AU LIEU DE SE LAISSER CONVERTIR PAR MOI CHERCHA BIEN PLUTÔT À ME CORROMPRE. 
--TOUTES LES RELIGIONS PARTENT D'UN PRINCIPE FAUX, SOPHIE, ME DISAIT-IL, TOUTES SUPPOSENT COMME NÉCESSAIRE LE CULTE D'UN ÊTRE créateur ; or, si ce monde ét","s. Ennemi déclaré de nos plus SAINTS MYSTÈRES, FRONDEUR OPINIÂTRE DE LA PURETÉ DE NOS DOGMES, ANTAGONISTE OUTRÉ DE L'EXISTENCE D'UN ÊTRE SUPRÊME M. DE BRESSAC, AU LIEU DE SE LAISSER CONVERTIR PAR MOI, CHERCHA BIEN PLUTÔT À ME CORROMPRE. 
--TOUTES LES RELIGIONS PARTENT D'UN PRINCIPE FAUX, THÉRÈSE, ME DISAIT-IL ; TOUTES SUPPOSENT COMME NÉCESSAIRE LE CULTE D'UN ÊTRE créateur, mais ce créateur n'","(71340, 71672)","(129607, 129942)"
Sade_Justine_89," et de la stupidité ; je vois DANS TOUTES DES MYSTÈRES QUI FONT FRÉMIR LA RAISON, DES DOGMES OUTRAGEANT LA NATURE ET DES CÉRÉMONIES GROTESQUES QUI N'INSPIRENT QUE LA DÉRISION. A peine eus-je les yeux ouve","de la stupidité ? Que vois-je DANS TOUTES ? DES MYSTÈRES QUI FONT FRÉMIR LA RAISON, DES DOGMES OUTRAGEANT LA NATURE, ET DES CÉRÉMONIES GROTESQUES QUI N'INSPIRENT QUE LA DÉRISION et le dégoût. Mais si, de tou","(72620, 72764)","(131107, 131254)"
Sade_Justine_90,"x espoir si vous lui enleviez CETTE RELIGION QUI LA CONSOLE ; FERMEMENT ATTACHÉE À CE QU'ELLE ENSEIGNE, ABSOLUMENT CONVAINCUE QUE TOUS LES COUPS QUI LUI SONT PORTÉS NE SONT QUE l'effet du libertinage et des",ous flétrissiez dans son cœur CETTE RELIGION QUI LA CONSOLE. FERMEMENT ATTACHÉE À CE QU'ELLE ENSEIGNE ; ABSOLUMENT CONVAINCUE QUE TOUS LES COUPS QUI LUI SONT PORTÉS NE SONT QUE les effets du libertinage et ,"(73076, 73222)","(138062, 138208)"
Sade_Justine_91,"on cœur, mais le marquis n'en FAISAIT QUE RIRE, ET SES PRINCIPES CAPTIEUX, NOURRIS D'UNE ÉLOQUENCE PLUS MÂLE, SOUTENUS DE LECTURES QUE JE N'AVAIS HEUREUSEMENT JAMAIS FAITES, renversaient toujours tous l","ents à cela, dont le comte ne FAISAIT QUE RIRE, ET SES PRINCIPES CAPTIEUX NOURRIS D'UNE ÉLOQUENCE PLUS MÂLE, SOUTENUS DE LECTURES QUE JE N'AVAIS HEUREUSEMENT JAMAIS FAITES, attaquaient chaque jour tous","(73460, 73602)","(138458, 138599)"
Sade_Justine_92,"se passion qui la dévorait... MAIS L'AMOUR EST-IL UN MAL DONT ON PUISSE GUÉRIR ? TOUT CE QUE JE CHERCHAIS À LUI OPPOSER N'ATTISAIT QUE PLUS VIVEMENT SA FLAMME, ET LE PERFIDE BRESSAC NE ME PARAISSAIT JAMAIS PLUS AIMABLE QUE QUAND J'AVAIS RÉUNI DEVANT MOI TOUT CE QUI DEVAIT M'ENGAGER À LE HAÏR. 
IL Y AVAIT QUATRE ANS QUE J'ÉTAIS DANS CETTE MAISON, TOUJOURS PERSÉCUTÉE PAR LES MÊMES CHAGRINS, TOUJOURS CONSOLÉE PAR LES MÊMES DOUCEURS, LORSQUE l'affreux motif des séduction","sion dont elle était brûlée : MAIS L'AMOUR EST-IL UN MAL DONT ON PUISSE GUÉRIR ? TOUT CE QUE JE CHERCHAIS À LUI OPPOSER N'ATTISAIT QUE PLUS VIVEMENT SA FLAMME, ET LE PERFIDE COMTE NE ME PARAISSAIT JAMAIS PLUS AIMABLE QUE QUAND J'AVAIS RÉUNI DEVANT MOI TOUT CE QUI DEVAIT M'ENGAGER À LE HAÏR. 
IL Y AVAIT QUATRE ANS QUE J'ÉTAIS DANS CETTE MAISON, TOUJOURS PERSÉCUTÉE PAR LES MÊMES CHAGRINS, TOUJOURS CONSOLÉE PAR LES MÊMES DOUCEURS, LORSQUE cet abominable homme, se croy","(74532, 74943)","(139562, 139971)"
Sade_Justine_93,"ffert dans toute son horreur. NOUS ÉTIONS POUR LORS À LA CAMPAGNE, J'ÉTAIS SEULE AUPRÈS DE LA COMTESSE ; SA PREMIÈRE FEMME AVAIT OBTENU DE RESTER À PARIS L'ÉTÉ, POUR QUELQUE AFFAIRE DE SON MARI. UN SOIR, quelques instants après que ","évoiler ses infâmes desseins. NOUS ÉTIONS POUR LORS À LA CAMPAGNE ; J'ÉTAIS SEULE AUPRÈS DE LA COMTESSE : SA PREMIÈRE FEMME AVAIT OBTENU DE RESTER À PARIS, L'ÉTÉ, POUR QUELQUES AFFAIRES DE SON MARI. UN SOIR, peu après que je fus retirée","(75030, 75202)","(140061, 140237)"
Sade_Justine_94," moi une partie de la nuit... HÉLAS, TOUS LES INSTANTS QUE M'ACCORDAIT CE CRUEL AUTEUR DE MES MAUX ME PARAISSAIENT TROP PRÉCIEUX POUR QUE J'OSASSE EN REFUSER AUCUN ; IL entre, il ferme avec soin la ","e le laisser causer avec moi. HÉLAS TOUS LES INSTANTS QUE M'ACCORDAIT CE CRUEL AUTEUR DE MES MAUX ME PARAISSAIENT TROP PRÉCIEUX POUR QUE J'OSASSE EN REFUSER UN ; IL entre, ferme avec soin la por","(75485, 75623)","(140450, 140584)"
Sade_Justine_95," Sophie, me dit M. de Bressac EN ME RAMENANT AVEC TRANQUILLITÉ, JE ME SUIS BIEN DOUTÉ DE TES RÉPUGNANCES, MAIS COMME TU AS DE L'ESPRIT, JE ME SUIS FLATTÉ DE LES VAINCRE EN te faisant voir que ce crime ","te, Thérèse, me dit le comte, EN ME RAMENANT AVEC TRANQUILLITÉ ; JE ME SUIS BIEN DOUTÉ DE TES RÉPUGNANCES, MAIS COMME TU AS DE L'ESPRIT, JE ME SUIS FLATTÉ DE LES VAINCRE... DE te prouver que ce crime, qui ","(76664, 76805)","(141493, 141638)"
Sade_Justine_96,"ois-en certaine, Sophie, elle EST PUREMENT CHIMÉRIQUE, LE POUVOIR DE DÉTRUIRE N'EST PAS ACCORDÉ À L'HOMME, IL A TOUT AU PLUS CELUI DE VARIER DES FORMES, MAIS IL N'A PAS CELUI DE LES ANÉANTIR ; OR TOUTE FORME EST ÉGALE AUX YEUX DE LA NATURE, RIEN NE SE PERD DANS LE CREUSET IMMENSE OÙ SES VARIATIONS S'EXÉCUTENT, TOUTES LES PORTIONS DE MATIÈRE QUI s'y jettent se renouvellent i","-en certaine, chère fille, il EST PUREMENT CHIMÉRIQUE. LE POUVOIR DE DÉTRUIRE N'EST PAS ACCORDÉ À L'HOMME ; IL A TOUT AU PLUS CELUI DE VARIER LES FORMES ; MAIS IL N'A PAS CELUI DE LES ANÉANTIR : OR TOUTE FORME EST ÉGALE AUX YEUX DE LA NATURE ; RIEN NE SE PERD DANS LE CREUSET IMMENSE OÙ SES VARIATIONS S'EXÉCUTENT ; TOUTES LES PORTIONS DE MATIÈRES QUI y tombent en rejaillissent in","(77143, 77459)","(142031, 142352)"
Sade_Justine_97,"itue ? Quand on m'aura prouvé LA SUBLIMITÉ DE NOTRE ESPÈCE, QUAND ON M'AURA DÉMONTRÉ QU'ELLE EST TELLEMENT IMPORTANTE À LA NATURE QUE NÉCESSAIREMENT SES LOIS S'IRRITENT DE sa destruction, alors je pour"," Quand on m'aura convaincu de LA SUBLIMITÉ DE NOTRE ESPÈCE, QUAND ON M'AURA DÉMONTRÉ QU'ELLE EST TELLEMENT IMPORTANTE À LA NATURE, QUE NÉCESSAIREMENT SES LOIS S'IRRITENT DE cette transmutation, je pourr","(78275, 78416)","(143190, 143332)"
Sade_Justine_98,"sant, végétant, se détruisant PAR LES MÊMES MOYENS, NE RECEVANT JAMAIS UNE MORT RÉELLE, MAIS UNE SIMPLE VARIATION DANS CE QUI LES MODIFIE, TOUS, DIS-JE, se poussant, se détruisant, ","e détruisant, se reproduisant PAR LES MÊMES MOYENS, NE RECEVANT JAMAIS UNE MORT RÉELLE, MAIS UNE SIMPLE VARIATION DANS CE QUI LES MODIFIE ; TOUS, DIS-JE, paraissant aujourd'hui sous ","(78870, 78991)","(143806, 143928)"
Sade_Justine_99," au gré de l'être qui veut ou QUI PEUT LES MOUVOIR CHANGER MILLE ET MILLE FOIS DANS UN JOUR, SANS QU'UNE SEULE LOI DE LA NATURE EN puisse être un moment affecté","re, peuvent, au gré de l'être QUI VEUT LES MOUVOIR, CHANGER MILLE ET MILLE FOIS DANS UN JOUR, SANS QU'UNE SEULE LOI DE LA NATURE EN soit un instant affectée, que","(79162, 79262)","(144038, 144139)"
Sade_Justine_100,"quel je vous renvoie n'est-il PAS LE SANCTUAIRE OÙ CETTE NATURE QUE VOUS OUTRAGEZ VEUT QU'ON L'ÉCOUTE ET QU'ON LA RESPECTE ? SI ELLE Y GRAVE LA PLUS FORTE HORREUR POUR CE CRIME QUE VOUS MÉDITEZ, M'ACCORDEREZ-VOUS QU'IL EST condamnable ? Me direz-vous q","e vous renvoie, n'est-il donc PAS LE SANCTUAIRE OÙ CETTE NATURE QUE VOUS OUTRAGEZ VEUT QU'ON L'ÉCOUTE ET QU'ON LA RESPECTE ? SI ELLE Y GRAVE LA PLUS FORTE HORREUR POUR LE CRIME QUE VOUS MÉDITEZ, M'ACCORDEREZ-VOUS QU'IL EST condamnable ? Les passions, j","(80929, 81121)","(148592, 148784)"
Sade_Justine_101,"je m'étais trompé, Sophie, me DIT-IL, J'EN SUIS PEUT-ÊTRE AUTANT FÂCHÉ POUR VOUS QUE POUR MOI ; N'IMPORTE, JE TROUVERAI D'AUTRES MOYENS, ET VOUS AUREZ BEAUCOUP PERDU PRÈS DE MOI, SANS QUE VOTRE MAÎTRESSE Y AIT RIEN GAGNÉ. 
CETTE MENACE CHANGEA TOUTES MES IDÉES ; EN N'ACCEPTANT PAS LE CRIME QU'ON ME PROPOSAIT, JE RISQUAIS BEAUCOUP POUR MON COMPTE, ET MA MAÎTRESSE PÉRISSAIT INFAILLIBLEMENT ; EN CONSENTANT À LA COMPLICITÉ, JE ME METTAIS À COUVERT DU COURROUX de mon jeune maître, et je sa","e m'étais trompé, Thérèse, me DIT-IL ; J'EN SUIS PEUT-ÊTRE AUTANT FÂCHÉ POUR VOUS QUE POUR MOI ; N'IMPORTE, JE TROUVERAI D'AUTRES MOYENS, ET VOUS AUREZ BEAUCOUP PERDU SANS QUE VOTRE MAÎTRESSE Y AIT RIEN GAGNÉ. 
CETTE MENACE CHANGEA TOUTES MES IDÉES : EN N'ACCEPTANT PAS LE CRIME QU'ON ME PROPOSAIT, JE RISQUAIS BEAUCOUP POUR MON COMPTE, ET MA MAÎTRESSE PÉRISSAIT INFAILLIBLEMENT ; EN CONSENTANT À LA COMPLICITÉ, JE ME METTAIS À COUVERT DU COURROUX du comte, et je sauvais assur","(82681, 83110)","(150359, 150776)"
Sade_Justine_102," faire jouir de cette faveur, ET NOUS NOUS SÉPARÂMES. 
IL ARRIVA SUR CES ENTREFAITES QUELQUE CHOSE DE TROP SINGULIER, DE TROP CAPABLE DE VOUS faire voir le caractère de l'"," qui devait m'en faire jouir, ET NOUS NOUS SÉPARÂMES. 
IL ARRIVA SUR CES ENTREFAITES QUELQUE CHOSE DE TROP SINGULIER, DE TROP CAPABLE DE VOUS dévoiler l'âme atroce du mons","(84952, 85063)","(152262, 152373)"
Sade_Justine_103," le marquis reçut la nouvelle QU'UN ONCLE SUR LA SUCCESSION DUQUEL IL NE COMPTAIT NULLEMENT VENAIT DE LUI LAISSER QUATRE-VINGT MILLE LIVRES DE RENTES en mourant. Oh ciel, me dis-j","cte criminel, le comte apprit QU'UN ONCLE, SUR LA SUCCESSION DUQUEL IL NE COMPTAIT NULLEMENT, VENAIT DE LUI LAISSER QUATRE-VINGT MILLE LIVRES DE RENTES... Oh ciel, me dis-je en appr","(85322, 85441)","(152637, 152758)"
